Gene1,Gene2,Type
g696,g992,+
g927,g992,+
g1011,g992,+
g1042,g992,+
g1193,g992,+
g1239,g992,+
g1392,g992,+
g62,g993,+
g85,g993,+
g98,g993,+
g131,g993,+
g153,g993,+
g155,g993,+
g190,g993,+
g201,g993,+
g228,g993,+
g255,g993,+
g280,g993,+
g298,g993,+
g311,g993,+
g358,g993,+
g401,g993,+
g414,g993,+
g420,g993,+
g481,g993,+
g484,g993,+
g486,g993,+
g503,g993,+
g527,g993,+
g569,g993,+
g603,g993,+
g666,g993,+
g683,g993,+
g693,g993,+
g702,g993,+
g763,g993,+
g768,g993,+
g813,g993,+
g842,g993,+
g890,g993,+
g952,g993,+
g957,g993,+
g1032,g993,+
g1066,g993,+
g1118,g993,+
g1123,g993,+
g1135,g993,+
g1153,g993,+
g1285,g993,+
g1331,g993,+
g1435,g993,+
g1471,g993,+
g1486,g993,+
g1492,g993,+
g77,g994,+
g115,g994,+
g159,g994,+
g208,g994,+
g298,g994,+
g314,g994,+
g349,g994,+
g391,g994,+
g410,g994,+
g430,g994,+
g490,g994,+
g511,g994,+
g791,g994,+
g803,g994,+
g950,g994,+
g1026,g994,+
g1084,g994,+
g1095,g994,+
g1104,g994,+
g1196,g994,+
g1243,g994,+
g1270,g994,+
g1285,g994,+
g1301,g994,+
g1329,g994,+
g1381,g994,+
g1384,g994,+
g1425,g994,+
g1434,g994,+
g1447,g994,+
g1484,g994,+
g475,g995,+
g1315,g995,+
g107,g996,+
g469,g996,+
g748,g996,+
g1006,g996,+
g1170,g996,+
g1495,g996,+
g5,g997,+
g11,g997,+
g22,g997,+
g27,g997,+
g29,g997,+
g31,g997,+
g37,g997,+
g39,g997,+
g48,g997,+
g53,g997,+
g77,g997,+
g86,g997,+
g90,g997,+
g104,g997,+
g109,g997,+
g110,g997,+
g114,g997,+
g132,g997,+
g163,g997,+
g174,g997,+
g179,g997,+
g181,g997,+
g186,g997,+
g196,g997,+
g202,g997,+
g224,g997,+
g225,g997,+
g229,g997,+
g240,g997,+
g241,g997,+
g252,g997,+
g279,g997,+
g281,g997,+
g291,g997,+
g296,g997,+
g299,g997,+
g312,g997,+
g344,g997,+
g358,g997,+
g365,g997,+
g372,g997,+
g373,g997,+
g374,g997,+
g378,g997,+
g384,g997,+
g390,g997,+
g391,g997,+
g396,g997,+
g399,g997,+
g409,g997,+
g415,g997,+
g416,g997,+
g419,g997,+
g422,g997,+
g430,g997,+
g432,g997,+
g445,g997,+
g452,g997,+
g462,g997,+
g480,g997,+
g490,g997,+
g517,g997,+
g535,g997,+
g541,g997,+
g551,g997,+
g554,g997,+
g555,g997,+
g566,g997,+
g571,g997,+
g586,g997,+
g587,g997,+
g591,g997,+
g604,g997,+
g616,g997,+
g618,g997,+
g647,g997,+
g648,g997,+
g657,g997,+
g661,g997,+
g664,g997,+
g673,g997,+
g674,g997,+
g691,g997,+
g693,g997,+
g700,g997,+
g702,g997,+
g712,g997,+
g715,g997,+
g722,g997,+
g725,g997,+
g731,g997,+
g747,g997,+
g761,g997,+
g796,g997,+
g814,g997,+
g828,g997,+
g831,g997,+
g835,g997,+
g840,g997,+
g841,g997,+
g843,g997,+
g848,g997,+
g855,g997,+
g857,g997,+
g863,g997,+
g870,g997,+
g873,g997,+
g876,g997,+
g878,g997,+
g883,g997,+
g884,g997,+
g889,g997,+
g890,g997,+
g892,g997,+
g897,g997,+
g898,g997,+
g901,g997,+
g913,g997,+
g915,g997,+
g919,g997,+
g935,g997,+
g943,g997,+
g955,g997,+
g959,g997,+
g961,g997,+
g970,g997,+
g971,g997,+
g979,g997,+
g1000,g997,+
g1007,g997,+
g1017,g997,+
g1059,g997,+
g1062,g997,+
g1064,g997,+
g1077,g997,+
g1080,g997,+
g1088,g997,+
g1106,g997,+
g1107,g997,+
g1108,g997,+
g1122,g997,+
g1124,g997,+
g1129,g997,+
g1133,g997,+
g1141,g997,+
g1142,g997,+
g1182,g997,+
g1183,g997,+
g1190,g997,+
g1195,g997,+
g1207,g997,+
g1213,g997,+
g1219,g997,+
g1221,g997,+
g1243,g997,+
g1254,g997,+
g1255,g997,+
g1263,g997,+
g1266,g997,+
g1276,g997,+
g1292,g997,+
g1298,g997,+
g1300,g997,+
g1307,g997,+
g1309,g997,+
g1316,g997,+
g1319,g997,+
g1324,g997,+
g1330,g997,+
g1331,g997,+
g1340,g997,+
g1346,g997,+
g1349,g997,+
g1354,g997,+
g1358,g997,+
g1371,g997,+
g1373,g997,+
g1378,g997,+
g1386,g997,+
g1388,g997,+
g1390,g997,+
g1393,g997,+
g1394,g997,+
g1397,g997,+
g1404,g997,+
g1413,g997,+
g1420,g997,+
g1430,g997,+
g1431,g997,+
g1437,g997,+
g1438,g997,+
g1444,g997,+
g1451,g997,+
g1453,g997,+
g1462,g997,+
g1464,g997,+
g1465,g997,+
g1466,g997,+
g1481,g997,+
g1484,g997,+
g1490,g997,+
g1496,g997,+
g1497,g997,+
g1499,g997,+
g50,g998,+
g243,g998,+
g258,g998,+
g440,g998,+
g531,g998,+
g724,g998,+
g845,g998,+
g886,g998,+
g919,g998,+
g1020,g998,+
g1100,g998,+
g1116,g998,+
g1134,g998,+
g1154,g998,+
g1293,g998,+
g1302,g998,+
g1401,g998,+
g1413,g998,+
g38,g999,+
g523,g999,+
g1263,g999,+
g1481,g999,+
g2,g1000,+
g69,g1000,+
g78,g1000,+
g212,g1000,+
g234,g1000,+
g479,g1000,+
g481,g1000,+
g583,g1000,+
g613,g1000,+
g616,g1000,+
g680,g1000,+
g808,g1000,+
g859,g1000,+
g909,g1000,+
g1004,g1000,+
g1010,g1000,+
g1052,g1000,+
g1066,g1000,+
g1266,g1000,+
g1284,g1000,+
g1369,g1000,+
g1401,g1000,+
g1448,g1000,+
g534,g1001,+
g744,g1001,+
g751,g1001,+
g860,g1001,+
g870,g1001,+
g1087,g1001,+
g1106,g1001,+
g1208,g1001,+
g1213,g1001,+
g25,g1002,+
g296,g1002,+
g515,g1002,+
g694,g1002,+
g1096,g1002,+
g1227,g1002,+
g1326,g1002,+
g1464,g1002,+
g603,g1003,+
g923,g1003,+
g1318,g1003,+
g713,g1004,+
g989,g1004,+
g1096,g1004,+
g1208,g1004,+
g1374,g1004,+
g950,g1005,+
g1155,g1005,+
g312,g1006,+
g761,g1006,+
g1101,g1006,+
g738,g1007,+
g1315,g1007,+
g153,g1008,+
g229,g1008,+
g677,g1008,+
g1120,g1008,+
g31,g1009,+
g156,g1009,+
g188,g1009,+
g256,g1009,+
g343,g1009,+
g382,g1009,+
g441,g1009,+
g457,g1009,+
g478,g1009,+
g544,g1009,+
g601,g1009,+
g731,g1009,+
g751,g1009,+
g811,g1009,+
g850,g1009,+
g865,g1009,+
g938,g1009,+
g994,g1009,+
g1001,g1009,+
g1130,g1009,+
g1210,g1009,+
g1231,g1009,+
g1236,g1009,+
g1244,g1009,+
g1247,g1009,+
g1336,g1009,+
g1340,g1009,+
g1368,g1009,+
g1393,g1009,+
g1412,g1009,+
g1416,g1009,+
g1433,g1009,+
g1459,g1009,+
g1466,g1009,+
g1470,g1009,+
g1499,g1009,+
g15,g1010,+
g909,g1010,+
g1201,g1010,+
g70,g1011,+
g278,g1011,+
g1500,g1011,+
g170,g1012,+
g814,g1012,+
g953,g1012,+
g965,g1012,+
g1256,g1012,+
g1304,g1012,+
g353,g1013,+
g558,g1013,+
g922,g1013,+
g991,g1013,+
g1321,g1013,+
g1395,g1013,+
g1487,g1013,+
g836,g1014,+
g1399,g1014,+
g1464,g1014,+
g32,g1015,+
g39,g1015,+
g359,g1015,+
g544,g1015,+
g981,g1015,+
g1092,g1015,+
g1094,g1015,+
g1485,g1015,+
g35,g1016,+
g76,g1016,+
g81,g1016,+
g148,g1016,+
g289,g1016,+
g589,g1016,+
g707,g1016,+
g742,g1016,+
g878,g1016,+
g913,g1016,+
g978,g1016,+
g998,g1016,+
g1056,g1016,+
g1208,g1016,+
g1284,g1016,+
g1296,g1016,+
g1337,g1016,+
g1390,g1016,+
g1432,g1016,+
g1493,g1016,+
g1500,g1016,+
g41,g1017,+
g266,g1017,+
g373,g1017,+
g416,g1017,+
g575,g1017,+
g620,g1017,+
g1358,g1017,+
g1398,g1017,+
g1461,g1017,+
g200,g1018,+
g288,g1018,+
g413,g1018,+
g530,g1018,+
g579,g1018,+
g1063,g1018,+
g1332,g1018,+
g1364,g1018,+
g122,g1019,+
g138,g1019,+
g379,g1019,+
g1148,g1019,+
g1257,g1019,+
g30,g1020,+
g498,g1020,+
g696,g1020,+
g1101,g1020,+
g31,g1021,+
g32,g1021,+
g421,g1021,+
g451,g1021,+
g79,g1022,+
g103,g1022,+
g121,g1022,+
g126,g1022,+
g170,g1022,+
g255,g1022,+
g842,g1022,+
g1024,g1022,+
g1428,g1022,+
g22,g1023,+
g25,g1023,+
g40,g1023,+
g43,g1023,+
g46,g1023,+
g59,g1023,+
g91,g1023,+
g109,g1023,+
g125,g1023,+
g133,g1023,+
g142,g1023,+
g143,g1023,+
g160,g1023,+
g165,g1023,+
g173,g1023,+
g177,g1023,+
g186,g1023,+
g191,g1023,+
g201,g1023,+
g203,g1023,+
g209,g1023,+
g218,g1023,+
g220,g1023,+
g228,g1023,+
g249,g1023,+
g256,g1023,+
g257,g1023,+
g268,g1023,+
g272,g1023,+
g281,g1023,+
g288,g1023,+
g290,g1023,+
g291,g1023,+
g300,g1023,+
g304,g1023,+
g310,g1023,+
g311,g1023,+
g313,g1023,+
g316,g1023,+
g326,g1023,+
g330,g1023,+
g344,g1023,+
g346,g1023,+
g360,g1023,+
g374,g1023,+
g376,g1023,+
g377,g1023,+
g383,g1023,+
g384,g1023,+
g386,g1023,+
g395,g1023,+
g410,g1023,+
g426,g1023,+
g445,g1023,+
g451,g1023,+
g454,g1023,+
g456,g1023,+
g465,g1023,+
g468,g1023,+
g470,g1023,+
g500,g1023,+
g553,g1023,+
g554,g1023,+
g566,g1023,+
g569,g1023,+
g596,g1023,+
g603,g1023,+
g613,g1023,+
g615,g1023,+
g618,g1023,+
g631,g1023,+
g635,g1023,+
g637,g1023,+
g658,g1023,+
g659,g1023,+
g660,g1023,+
g661,g1023,+
g664,g1023,+
g676,g1023,+
g688,g1023,+
g690,g1023,+
g708,g1023,+
g715,g1023,+
g717,g1023,+
g721,g1023,+
g733,g1023,+
g758,g1023,+
g763,g1023,+
g776,g1023,+
g795,g1023,+
g801,g1023,+
g802,g1023,+
g814,g1023,+
g816,g1023,+
g828,g1023,+
g831,g1023,+
g835,g1023,+
g838,g1023,+
g842,g1023,+
g848,g1023,+
g849,g1023,+
g853,g1023,+
g856,g1023,+
g873,g1023,+
g878,g1023,+
g881,g1023,+
g895,g1023,+
g906,g1023,+
g910,g1023,+
g931,g1023,+
g934,g1023,+
g940,g1023,+
g945,g1023,+
g948,g1023,+
g954,g1023,+
g955,g1023,+
g958,g1023,+
g960,g1023,+
g961,g1023,+
g969,g1023,+
g971,g1023,+
g975,g1023,+
g983,g1023,+
g985,g1023,+
g988,g1023,+
g1016,g1023,+
g1020,g1023,+
g1021,g1023,+
g1026,g1023,+
g1028,g1023,+
g1036,g1023,+
g1045,g1023,+
g1064,g1023,+
g1077,g1023,+
g1078,g1023,+
g1084,g1023,+
g1091,g1023,+
g1099,g1023,+
g1109,g1023,+
g1119,g1023,+
g1122,g1023,+
g1125,g1023,+
g1153,g1023,+
g1154,g1023,+
g1156,g1023,+
g1159,g1023,+
g1161,g1023,+
g1171,g1023,+
g1203,g1023,+
g1216,g1023,+
g1218,g1023,+
g1238,g1023,+
g1243,g1023,+
g1244,g1023,+
g1247,g1023,+
g1249,g1023,+
g1252,g1023,+
g1253,g1023,+
g1264,g1023,+
g1281,g1023,+
g1283,g1023,+
g1290,g1023,+
g1291,g1023,+
g1305,g1023,+
g1315,g1023,+
g1320,g1023,+
g1321,g1023,+
g1329,g1023,+
g1346,g1023,+
g1352,g1023,+
g1361,g1023,+
g1366,g1023,+
g1369,g1023,+
g1374,g1023,+
g1377,g1023,+
g1381,g1023,+
g1399,g1023,+
g1405,g1023,+
g1407,g1023,+
g1410,g1023,+
g1419,g1023,+
g1424,g1023,+
g1430,g1023,+
g1435,g1023,+
g1438,g1023,+
g1445,g1023,+
g1453,g1023,+
g1474,g1023,+
g1475,g1023,+
g1481,g1023,+
g1484,g1023,+
g1485,g1023,+
g1489,g1023,+
g1491,g1023,+
g1494,g1023,+
g1495,g1023,+
g1450,g1024,+
g119,g1025,+
g971,g1025,+
g1018,g1025,+
g1042,g1025,+
g1222,g1025,+
g1249,g1025,+
g64,g1026,+
g179,g1026,+
g553,g1026,+
g904,g1026,+
g1001,g1026,+
g1271,g1026,+
g916,g1027,+
g1064,g1027,+
g1283,g1027,+
g1292,g1027,+
g284,g1028,+
g723,g1028,+
g20,g1029,+
g21,g1029,+
g29,g1029,+
g34,g1029,+
g47,g1029,+
g48,g1029,+
g49,g1029,+
g59,g1029,+
g66,g1029,+
g68,g1029,+
g72,g1029,+
g73,g1029,+
g86,g1029,+
g100,g1029,+
g107,g1029,+
g110,g1029,+
g112,g1029,+
g113,g1029,+
g116,g1029,+
g117,g1029,+
g120,g1029,+
g126,g1029,+
g141,g1029,+
g145,g1029,+
g154,g1029,+
g156,g1029,+
g164,g1029,+
g168,g1029,+
g169,g1029,+
g172,g1029,+
g180,g1029,+
g181,g1029,+
g197,g1029,+
g202,g1029,+
g214,g1029,+
g217,g1029,+
g231,g1029,+
g233,g1029,+
g255,g1029,+
g260,g1029,+
g264,g1029,+
g271,g1029,+
g273,g1029,+
g284,g1029,+
g291,g1029,+
g293,g1029,+
g310,g1029,+
g312,g1029,+
g316,g1029,+
g322,g1029,+
g324,g1029,+
g325,g1029,+
g337,g1029,+
g339,g1029,+
g342,g1029,+
g355,g1029,+
g365,g1029,+
g367,g1029,+
g372,g1029,+
g374,g1029,+
g380,g1029,+
g381,g1029,+
g384,g1029,+
g385,g1029,+
g390,g1029,+
g404,g1029,+
g409,g1029,+
g415,g1029,+
g421,g1029,+
g431,g1029,+
g457,g1029,+
g458,g1029,+
g462,g1029,+
g468,g1029,+
g471,g1029,+
g473,g1029,+
g488,g1029,+
g492,g1029,+
g498,g1029,+
g505,g1029,+
g515,g1029,+
g520,g1029,+
g532,g1029,+
g538,g1029,+
g540,g1029,+
g548,g1029,+
g549,g1029,+
g558,g1029,+
g571,g1029,+
g577,g1029,+
g581,g1029,+
g588,g1029,+
g592,g1029,+
g593,g1029,+
g594,g1029,+
g606,g1029,+
g639,g1029,+
g645,g1029,+
g651,g1029,+
g657,g1029,+
g658,g1029,+
g673,g1029,+
g687,g1029,+
g693,g1029,+
g697,g1029,+
g702,g1029,+
g705,g1029,+
g713,g1029,+
g719,g1029,+
g721,g1029,+
g733,g1029,+
g741,g1029,+
g745,g1029,+
g753,g1029,+
g757,g1029,+
g769,g1029,+
g775,g1029,+
g781,g1029,+
g786,g1029,+
g796,g1029,+
g798,g1029,+
g800,g1029,+
g804,g1029,+
g805,g1029,+
g806,g1029,+
g808,g1029,+
g811,g1029,+
g821,g1029,+
g823,g1029,+
g838,g1029,+
g842,g1029,+
g862,g1029,+
g863,g1029,+
g864,g1029,+
g872,g1029,+
g882,g1029,+
g889,g1029,+
g897,g1029,+
g902,g1029,+
g906,g1029,+
g908,g1029,+
g909,g1029,+
g917,g1029,+
g923,g1029,+
g927,g1029,+
g946,g1029,+
g950,g1029,+
g956,g1029,+
g962,g1029,+
g987,g1029,+
g994,g1029,+
g995,g1029,+
g1002,g1029,+
g1004,g1029,+
g1005,g1029,+
g1008,g1029,+
g1010,g1029,+
g1019,g1029,+
g1024,g1029,+
g1036,g1029,+
g1040,g1029,+
g1050,g1029,+
g1053,g1029,+
g1057,g1029,+
g1058,g1029,+
g1063,g1029,+
g1071,g1029,+
g1075,g1029,+
g1079,g1029,+
g1081,g1029,+
g1082,g1029,+
g1097,g1029,+
g1103,g1029,+
g1109,g1029,+
g1113,g1029,+
g1115,g1029,+
g1125,g1029,+
g1126,g1029,+
g1131,g1029,+
g1135,g1029,+
g1139,g1029,+
g1146,g1029,+
g1148,g1029,+
g1170,g1029,+
g1171,g1029,+
g1177,g1029,+
g1186,g1029,+
g1187,g1029,+
g1193,g1029,+
g1194,g1029,+
g1198,g1029,+
g1201,g1029,+
g1207,g1029,+
g1210,g1029,+
g1219,g1029,+
g1225,g1029,+
g1231,g1029,+
g1236,g1029,+
g1240,g1029,+
g1242,g1029,+
g1245,g1029,+
g1246,g1029,+
g1250,g1029,+
g1264,g1029,+
g1271,g1029,+
g1272,g1029,+
g1292,g1029,+
g1295,g1029,+
g1302,g1029,+
g1327,g1029,+
g1334,g1029,+
g1340,g1029,+
g1341,g1029,+
g1346,g1029,+
g1347,g1029,+
g1350,g1029,+
g1368,g1029,+
g1370,g1029,+
g1373,g1029,+
g1377,g1029,+
g1379,g1029,+
g1381,g1029,+
g1382,g1029,+
g1387,g1029,+
g1388,g1029,+
g1391,g1029,+
g1392,g1029,+
g1394,g1029,+
g1395,g1029,+
g1399,g1029,+
g1405,g1029,+
g1408,g1029,+
g1409,g1029,+
g1414,g1029,+
g1421,g1029,+
g1423,g1029,+
g1427,g1029,+
g1431,g1029,+
g1432,g1029,+
g1433,g1029,+
g1436,g1029,+
g1445,g1029,+
g1446,g1029,+
g1451,g1029,+
g1456,g1029,+
g1462,g1029,+
g1469,g1029,+
g1472,g1029,+
g1475,g1029,+
g1477,g1029,+
g1482,g1029,+
g1484,g1029,+
g1489,g1029,+
g1490,g1029,+
g1491,g1029,+
g1495,g1029,+
g1500,g1029,+
g108,g1030,+
g148,g1030,+
g249,g1030,+
g282,g1030,+
g349,g1030,+
g355,g1030,+
g436,g1030,+
g464,g1030,+
g560,g1030,+
g628,g1030,+
g760,g1030,+
g815,g1030,+
g819,g1030,+
g917,g1030,+
g942,g1030,+
g969,g1030,+
g1004,g1030,+
g1050,g1030,+
g1092,g1030,+
g1103,g1030,+
g1267,g1030,+
g1309,g1030,+
g1410,g1030,+
g1423,g1030,+
g1424,g1030,+
g1455,g1030,+
g1500,g1030,+
g402,g1031,+
g414,g1031,+
g550,g1031,+
g1102,g1031,+
g1119,g1031,+
g1340,g1031,+
g1488,g1031,+
g466,g1032,+
g1110,g1032,+
g1190,g1032,+
g1391,g1032,+
g427,g1033,+
g439,g1033,+
g1351,g1033,+
g153,g1034,+
g490,g1034,+
g1285,g1034,+
g1486,g1034,+
g527,g1035,+
g634,g1035,+
g950,g1035,+
g1278,g1035,+
g1485,g1035,+
g53,g1036,+
g288,g1036,+
g1005,g1036,+
g1445,g1036,+
g1489,g1036,+
g103,g1037,+
g240,g1037,+
g312,g1037,+
g315,g1037,+
g354,g1037,+
g459,g1037,+
g478,g1037,+
g602,g1037,+
g641,g1037,+
g703,g1037,+
g708,g1037,+
g783,g1037,+
g893,g1037,+
g1189,g1037,+
g1228,g1037,+
g1319,g1037,+
g1358,g1037,+
g1383,g1037,+
g1498,g1037,+
g23,g1038,+
g383,g1038,+
g1358,g1038,+
g2,g1039,+
g73,g1039,+
g75,g1039,+
g84,g1039,+
g119,g1039,+
g145,g1039,+
g157,g1039,+
g171,g1039,+
g184,g1039,+
g188,g1039,+
g228,g1039,+
g258,g1039,+
g263,g1039,+
g265,g1039,+
g303,g1039,+
g305,g1039,+
g308,g1039,+
g320,g1039,+
g341,g1039,+
g351,g1039,+
g360,g1039,+
g364,g1039,+
g365,g1039,+
g370,g1039,+
g371,g1039,+
g372,g1039,+
g376,g1039,+
g383,g1039,+
g406,g1039,+
g447,g1039,+
g498,g1039,+
g521,g1039,+
g556,g1039,+
g561,g1039,+
g567,g1039,+
g571,g1039,+
g580,g1039,+
g595,g1039,+
g608,g1039,+
g619,g1039,+
g632,g1039,+
g633,g1039,+
g641,g1039,+
g656,g1039,+
g666,g1039,+
g677,g1039,+
g701,g1039,+
g712,g1039,+
g726,g1039,+
g732,g1039,+
g757,g1039,+
g763,g1039,+
g764,g1039,+
g772,g1039,+
g784,g1039,+
g785,g1039,+
g791,g1039,+
g806,g1039,+
g822,g1039,+
g824,g1039,+
g826,g1039,+
g834,g1039,+
g846,g1039,+
g864,g1039,+
g901,g1039,+
g908,g1039,+
g916,g1039,+
g944,g1039,+
g947,g1039,+
g953,g1039,+
g954,g1039,+
g958,g1039,+
g962,g1039,+
g969,g1039,+
g976,g1039,+
g993,g1039,+
g1017,g1039,+
g1031,g1039,+
g1032,g1039,+
g1040,g1039,+
g1044,g1039,+
g1047,g1039,+
g1049,g1039,+
g1058,g1039,+
g1069,g1039,+
g1076,g1039,+
g1108,g1039,+
g1115,g1039,+
g1120,g1039,+
g1122,g1039,+
g1142,g1039,+
g1158,g1039,+
g1168,g1039,+
g1171,g1039,+
g1184,g1039,+
g1196,g1039,+
g1209,g1039,+
g1218,g1039,+
g1229,g1039,+
g1235,g1039,+
g1242,g1039,+
g1252,g1039,+
g1255,g1039,+
g1286,g1039,+
g1291,g1039,+
g1324,g1039,+
g1328,g1039,+
g1329,g1039,+
g1341,g1039,+
g1351,g1039,+
g1352,g1039,+
g1358,g1039,+
g1371,g1039,+
g1390,g1039,+
g1391,g1039,+
g1393,g1039,+
g1400,g1039,+
g1408,g1039,+
g1421,g1039,+
g1437,g1039,+
g1450,g1039,+
g1456,g1039,+
g1466,g1039,+
g1469,g1039,+
g1471,g1039,+
g1477,g1039,+
g1479,g1039,+
g1487,g1039,+
g1490,g1039,+
g1492,g1039,+
g1493,g1039,+
g1494,g1039,+
g1500,g1039,+
g848,g1040,+
g1273,g1040,+
g267,g1041,+
g522,g1041,+
g606,g1041,+
g1118,g1041,+
g1313,g1041,+
g126,g1042,+
g138,g1042,+
g140,g1042,+
g190,g1042,+
g200,g1042,+
g269,g1042,+
g438,g1042,+
g462,g1042,+
g474,g1042,+
g537,g1042,+
g557,g1042,+
g625,g1042,+
g684,g1042,+
g842,g1042,+
g884,g1042,+
g889,g1042,+
g976,g1042,+
g1008,g1042,+
g1014,g1042,+
g1060,g1042,+
g1079,g1042,+
g1086,g1042,+
g1091,g1042,+
g1130,g1042,+
g1152,g1042,+
g1186,g1042,+
g1193,g1042,+
g1213,g1042,+
g1226,g1042,+
g1288,g1042,+
g1291,g1042,+
g1296,g1042,+
g1339,g1042,+
g1343,g1042,+
g1351,g1042,+
g1409,g1042,+
g1423,g1042,+
g1439,g1042,+
g1472,g1042,+
g829,g1043,+
g935,g1043,+
g11,g1044,+
g18,g1044,+
g29,g1044,+
g33,g1044,+
g42,g1044,+
g49,g1044,+
g51,g1044,+
g64,g1044,+
g69,g1044,+
g75,g1044,+
g86,g1044,+
g88,g1044,+
g90,g1044,+
g94,g1044,+
g98,g1044,+
g99,g1044,+
g100,g1044,+
g102,g1044,+
g107,g1044,+
g108,g1044,+
g114,g1044,+
g118,g1044,+
g125,g1044,+
g126,g1044,+
g128,g1044,+
g135,g1044,+
g136,g1044,+
g138,g1044,+
g140,g1044,+
g143,g1044,+
g148,g1044,+
g150,g1044,+
g153,g1044,+
g154,g1044,+
g179,g1044,+
g193,g1044,+
g194,g1044,+
g199,g1044,+
g200,g1044,+
g205,g1044,+
g207,g1044,+
g210,g1044,+
g216,g1044,+
g231,g1044,+
g240,g1044,+
g241,g1044,+
g249,g1044,+
g251,g1044,+
g256,g1044,+
g260,g1044,+
g265,g1044,+
g267,g1044,+
g271,g1044,+
g273,g1044,+
g277,g1044,+
g285,g1044,+
g299,g1044,+
g305,g1044,+
g307,g1044,+
g319,g1044,+
g321,g1044,+
g327,g1044,+
g328,g1044,+
g331,g1044,+
g333,g1044,+
g346,g1044,+
g352,g1044,+
g357,g1044,+
g360,g1044,+
g362,g1044,+
g364,g1044,+
g367,g1044,+
g373,g1044,+
g377,g1044,+
g380,g1044,+
g381,g1044,+
g385,g1044,+
g386,g1044,+
g389,g1044,+
g390,g1044,+
g392,g1044,+
g397,g1044,+
g402,g1044,+
g410,g1044,+
g414,g1044,+
g420,g1044,+
g423,g1044,+
g427,g1044,+
g430,g1044,+
g431,g1044,+
g439,g1044,+
g440,g1044,+
g441,g1044,+
g442,g1044,+
g445,g1044,+
g447,g1044,+
g448,g1044,+
g455,g1044,+
g456,g1044,+
g462,g1044,+
g463,g1044,+
g468,g1044,+
g472,g1044,+
g482,g1044,+
g487,g1044,+
g490,g1044,+
g495,g1044,+
g497,g1044,+
g500,g1044,+
g505,g1044,+
g510,g1044,+
g512,g1044,+
g513,g1044,+
g515,g1044,+
g517,g1044,+
g523,g1044,+
g526,g1044,+
g535,g1044,+
g538,g1044,+
g539,g1044,+
g540,g1044,+
g549,g1044,+
g552,g1044,+
g556,g1044,+
g557,g1044,+
g558,g1044,+
g561,g1044,+
g564,g1044,+
g565,g1044,+
g571,g1044,+
g572,g1044,+
g579,g1044,+
g582,g1044,+
g586,g1044,+
g593,g1044,+
g596,g1044,+
g598,g1044,+
g601,g1044,+
g610,g1044,+
g612,g1044,+
g613,g1044,+
g616,g1044,+
g618,g1044,+
g620,g1044,+
g623,g1044,+
g628,g1044,+
g630,g1044,+
g631,g1044,+
g633,g1044,+
g634,g1044,+
g638,g1044,+
g641,g1044,+
g645,g1044,+
g648,g1044,+
g649,g1044,+
g652,g1044,+
g656,g1044,+
g659,g1044,+
g661,g1044,+
g663,g1044,+
g664,g1044,+
g666,g1044,+
g673,g1044,+
g678,g1044,+
g680,g1044,+
g684,g1044,+
g686,g1044,+
g689,g1044,+
g694,g1044,+
g696,g1044,+
g697,g1044,+
g698,g1044,+
g701,g1044,+
g702,g1044,+
g705,g1044,+
g709,g1044,+
g711,g1044,+
g716,g1044,+
g721,g1044,+
g726,g1044,+
g727,g1044,+
g733,g1044,+
g735,g1044,+
g736,g1044,+
g744,g1044,+
g747,g1044,+
g748,g1044,+
g751,g1044,+
g752,g1044,+
g755,g1044,+
g761,g1044,+
g767,g1044,+
g770,g1044,+
g773,g1044,+
g774,g1044,+
g781,g1044,+
g786,g1044,+
g787,g1044,+
g792,g1044,+
g794,g1044,+
g795,g1044,+
g796,g1044,+
g797,g1044,+
g804,g1044,+
g805,g1044,+
g807,g1044,+
g809,g1044,+
g814,g1044,+
g815,g1044,+
g816,g1044,+
g820,g1044,+
g821,g1044,+
g829,g1044,+
g833,g1044,+
g847,g1044,+
g849,g1044,+
g852,g1044,+
g855,g1044,+
g858,g1044,+
g866,g1044,+
g876,g1044,+
g881,g1044,+
g887,g1044,+
g888,g1044,+
g891,g1044,+
g894,g1044,+
g895,g1044,+
g901,g1044,+
g905,g1044,+
g907,g1044,+
g908,g1044,+
g909,g1044,+
g912,g1044,+
g914,g1044,+
g918,g1044,+
g920,g1044,+
g923,g1044,+
g925,g1044,+
g926,g1044,+
g927,g1044,+
g930,g1044,+
g935,g1044,+
g936,g1044,+
g937,g1044,+
g942,g1044,+
g943,g1044,+
g944,g1044,+
g945,g1044,+
g946,g1044,+
g950,g1044,+
g956,g1044,+
g959,g1044,+
g962,g1044,+
g970,g1044,+
g971,g1044,+
g975,g1044,+
g980,g1044,+
g981,g1044,+
g982,g1044,+
g990,g1044,+
g997,g1044,+
g998,g1044,+
g1000,g1044,+
g1009,g1044,+
g1014,g1044,+
g1017,g1044,+
g1019,g1044,+
g1023,g1044,+
g1028,g1044,+
g1029,g1044,+
g1030,g1044,+
g1036,g1044,+
g1043,g1044,+
g1046,g1044,+
g1049,g1044,+
g1050,g1044,+
g1055,g1044,+
g1059,g1044,+
g1062,g1044,+
g1063,g1044,+
g1067,g1044,+
g1074,g1044,+
g1075,g1044,+
g1084,g1044,+
g1096,g1044,+
g1098,g1044,+
g1099,g1044,+
g1100,g1044,+
g1108,g1044,+
g1109,g1044,+
g1113,g1044,+
g1117,g1044,+
g1119,g1044,+
g1122,g1044,+
g1125,g1044,+
g1129,g1044,+
