Gene  Rule 
g679    ( g46 or g55 or g81 or g139 or g201 or g357 or g385 or g546 or g603 or g638 or g698 or g718 or g741 or g877 or g882 or g937 or g950 or g1024 or g1052 or g1345 or g1346 or g1500 )
g680    ( g60 or g65 or g100 or g189 or g308 or g395 or g397 or g462 or g468 or g741 or g957 or g966 or g970 or g1167 or g1191 or g1194 or g1300 or g1369 or g1443 )
g681    ( g55 or g150 or g206 or g229 or g235 or g297 or g406 or g454 or g558 or g624 or g625 or g693 or g762 or g1071 or g1216 or g1226 or g1252 or g1292 or g1327 )
g682    ( g35 or g62 or g68 or g107 or g177 or g193 or g283 or g300 or g420 or g447 or g625 or g738 or g788 or g925 or g982 or g996 or g1032 or g1090 or g1139 or g1151 or g1238 or g1271 or g1278 or g1392 or g1402 )
g683    ( g103 or g187 or g236 or g307 or g425 or g463 or g629 or g648 or g706 or g711 or g758 or g899 or g914 or g971 or g1049 or g1153 or g1154 or g1156 or g1168 or g1289 or g1432 or g1456 )
g684    ( g20 or g27 or g32 or g266 or g292 or g301 or g387 or g545 or g654 or g751 or g756 or g834 or g901 or g920 or g965 or g1021 or g1066 or g1213 or g1285 or g1376 or g1434 or g1463 )
g685    ( g81 or g98 or g153 or g381 or g395 or g396 or g521 or g624 or g731 or g970 or g1015 or g1020 or g1029 or g1087 or g1207 or g1369 or g1439 )
g686    ( g97 or g266 or g267 or g289 or g418 or g817 or g935 or g972 or g978 or g1027 or g1224 or g1414 )
g687    ( g41 or g49 or g208 or g232 or g244 or g331 or g399 or g405 or g472 or g507 or g524 or g776 or g806 or g897 or g997 or g1080 or g1131 or g1181 or g1418 or g1437 )
g688    ( g10 or g195 or g241 or g519 or g550 or g564 or g682 or g744 or g839 or g906 or g988 or g1077 or g1116 or g1127 or g1208 or g1235 or g1300 or g1317 or g1370 or g1372 or g1411 or g1424 or g1472 or g1483 )
g689    ( g22 or g72 or g88 or g235 or g292 or g327 or g336 or g433 or g544 or g625 or g637 or g647 or g749 or g762 or g892 or g1106 or g1112 or g1219 or g1230 or g1372 or g1496 )
g690    ( g203 or g257 or g288 or g308 or g391 or g448 or g461 or g485 or g680 or g702 or g711 or g726 or g892 or g907 or g990 or g1056 or g1071 or g1114 or g1245 or g1284 or g1363 )
g691    ( g55 or g221 or g276 or g357 or g366 or g508 or g546 or g565 or g616 or g757 or g820 or g1109 or g1366 or g1416 or g1431 or g1493 )
g692    ( g8 or g49 or g100 or g105 or g113 or g115 or g119 or g174 or g314 or g321 or g337 or g400 or g548 or g657 or g767 or g867 or g990 or g1056 or g1133 or g1253 or g1390 or g1461 )
g693    ( g284 or g378 or g400 or g411 or g484 or g651 or g720 or g797 or g877 or g949 or g1099 or g1111 or g1177 or g1206 or g1237 or g1304 or g1476 or g1489 or g1491 )
g694    ( g2 or g31 or g46 or g97 or g118 or g203 or g241 or g246 or g309 or g340 or g352 or g361 or g756 or g759 or g785 or g831 or g837 or g870 or g982 or g1093 or g1103 or g1122 or g1128 or g1141 or g1355 or g1402 )
g695    ( g108 or g194 or g203 or g344 or g355 or g385 or g417 or g599 or g794 or g808 or g932 or g951 or g963 or g971 or g994 or g1010 or g1117 or g1156 or g1198 or g1224 or g1454 )
g696    ( g148 or g266 or g325 or g482 or g487 or g504 or g559 or g579 or g670 or g709 or g741 or g845 or g923 or g1052 or g1109 or g1153 or g1278 or g1340 )
g697    ( g98 or g129 or g148 or g181 or g243 or g247 or g325 or g449 or g465 or g532 or g569 or g577 or g689 or g801 or g937 or g961 or g983 or g998 or g1056 or g1138 or g1158 or g1177 or g1360 or g1414 or g1480 )
g698    ( g231 or g273 or g343 or g424 or g452 or g516 or g533 or g569 or g656 or g685 or g814 or g827 or g1247 or g1279 or g1339 or g1409 or g1443 )
g699    ( g303 or g325 or g329 or g386 or g500 or g553 or g634 or g833 or g835 or g836 or g838 or g860 or g865 or g905 or g977 or g1018 or g1138 or g1169 or g1179 or g1211 or g1217 or g1388 or g1393 or g1465 )
g700    ( g71 or g140 or g155 or g246 or g273 or g310 or g652 or g810 or g847 or g858 or g901 or g924 or g1012 or g1118 or g1300 or g1354 or g1383 or g1415 or g1444 or g1470 or g1485 or g1486 )
g701    ( g17 or g21 or g77 or g156 or g171 or g184 or g192 or g389 or g395 or g479 or g512 or g555 or g721 or g789 or g811 or g883 or g912 or g1052 or g1064 or g1147 or g1279 or g1449 or g1466 )
g702    ( g12 or g61 or g182 or g231 or g300 or g353 or g502 or g543 or g580 or g736 or g884 or g1231 or g1245 or g1421 or g1477 )
g703    ( g43 or g49 or g151 or g185 or g197 or g220 or g268 or g305 or g332 or g354 or g363 or g406 or g649 or g671 or g686 or g863 or g954 or g1084 or g1130 or g1171 or g1248 or g1390 or g1411 )
g704    ( g49 or g65 or g70 or g184 or g336 or g389 or g403 or g485 or g538 or g562 or g636 or g685 or g688 or g792 or g989 or g1033 or g1038 or g1074 or g1127 or g1161 or g1169 or g1170 or g1212 or g1260 or g1310 or g1458 )
g705    ( g54 or g76 or g106 or g156 or g184 or g208 or g260 or g309 or g328 or g380 or g458 or g557 or g681 or g686 or g771 or g1032 or g1257 or g1492 )
g706    ( g20 or g36 or g201 or g225 or g231 or g291 or g309 or g361 or g505 or g539 or g717 or g778 or g787 or g888 or g936 or g965 or g966 or g1099 or g1127 or g1158 or g1312 or g1384 or g1425 or g1453 )
g707    ( g32 or g122 or g270 or g278 or g310 or g384 or g468 or g571 or g588 or g769 or g777 or g1101 or g1211 or g1461 or g1467 or g1479 )
g708    ( g95 or g345 or g348 or g354 or g483 or g485 or g502 or g628 or g647 or g832 or g934 or g941 or g974 or g1022 or g1069 or g1213 or g1275 or g1326 )
g709    ( g40 or g124 or g325 or g331 or g448 or g487 or g525 or g720 or g737 or g826 or g881 or g883 or g894 or g1099 or g1121 or g1131 or g1248 or g1329 or g1336 or g1400 or g1447 or g1458 )
g710    ( g44 or g57 or g68 or g75 or g88 or g312 or g396 or g463 or g560 or g621 or g644 or g661 or g727 or g780 or g814 or g820 or g833 or g865 or g881 or g903 or g904 or g926 or g931 or g971 or g1020 or g1180 or g1210 or g1211 or g1233 or g1244 or g1287 or g1293 or g1414 )
g711    ( g12 or g14 or g34 or g53 or g71 or g97 or g116 or g154 or g158 or g266 or g271 or g353 or g362 or g388 or g400 or g457 or g646 or g703 or g756 or g876 or g917 or g936 or g1041 or g1046 or g1105 or g1129 or g1294 or g1313 or g1406 )
g712    ( g53 or g101 or g138 or g218 or g247 or g459 or g559 or g579 or g846 or g849 or g982 or g1105 or g1186 or g1296 or g1396 or g1449 or g1472 )
g713    ( g304 or g313 or g315 or g400 or g450 or g567 or g583 or g604 or g688 or g700 or g887 or g890 or g916 or g1207 or g1253 or g1346 )
g714    ( g22 or g66 or g73 or g142 or g158 or g177 or g210 or g458 or g682 or g741 or g774 or g824 or g1001 or g1033 or g1088 or g1208 or g1221 or g1236 or g1356 or g1405 )
g715    ( g12 or g67 or g157 or g164 or g215 or g228 or g260 or g261 or g367 or g378 or g486 or g542 or g739 or g742 or g752 or g1180 or g1318 or g1408 or g1455 )
g716    ( g102 or g122 or g234 or g443 or g526 or g629 or g733 or g762 or g793 or g842 or g865 or g1008 or g1041 or g1063 or g1144 or g1443 or g1444 )
g717    ( g104 or g132 or g298 or g350 or g470 or g566 or g747 or g843 or g845 or g847 or g850 or g859 or g882 or g919 or g1069 or g1159 or g1294 or g1339 or g1413 or g1458 or g1466 or g1499 )
g718    ( g257 or g347 or g412 or g502 or g658 or g686 or g732 or g788 or g872 or g874 or g912 or g957 or g1032 or g1087 or g1175 or g1265 or g1471 )
g719    ( g94 or g109 or g259 or g513 or g535 or g542 or g544 or g559 or g575 or g670 or g696 or g708 or g745 or g773 or g914 or g1036 or g1117 or g1249 or g1276 or g1381 or g1414 or g1481 )
g720    ( g56 or g142 or g208 or g234 or g314 or g381 or g397 or g452 or g477 or g504 or g580 or g755 or g773 or g817 or g837 or g1004 or g1168 or g1216 or g1301 or g1380 or g1473 )
g721    ( g104 or g202 or g324 or g361 or g493 or g598 or g627 or g734 or g737 or g743 or g810 or g911 or g954 or g1022 or g1062 or g1119 or g1226 or g1315 )
g722    ( g34 or g371 or g606 or g633 or g642 or g688 or g896 or g914 or g1153 or g1222 or g1304 or g1334 or g1362 or g1389 )
g723    ( g85 or g91 or g137 or g163 or g182 or g222 or g232 or g242 or g267 or g275 or g277 or g320 or g358 or g429 or g688 or g781 or g857 or g1098 or g1190 or g1281 or g1330 or g1379 or g1409 or g1421 or g1433 )
g724    ( g146 or g257 or g349 or g421 or g436 or g511 or g575 or g652 or g846 or g895 or g995 or g1008 or g1201 or g1409 or g1418 )
g725    ( g80 or g118 or g149 or g179 or g197 or g226 or g256 or g386 or g439 or g475 or g545 or g593 or g609 or g776 or g852 or g889 or g927 or g1031 or g1038 or g1067 or g1179 or g1180 or g1185 or g1215 )
g726    ( g14 or g21 or g63 or g277 or g417 or g481 or g600 or g625 or g688 or g718 or g719 or g833 or g887 or g1040 or g1044 or g1068 or g1165 or g1201 or g1230 or g1277 or g1293 or g1339 or g1358 or g1367 or g1487 )
g727    ( g58 or g222 or g265 or g634 or g970 or g1188 or g1206 or g1232 or g1237 or g1301 or g1374 or g1463 )
g728    ( g11 or g89 or g486 or g669 or g727 or g947 or g956 or g963 or g981 or g985 or g1133 or g1149 or g1413 or g1498 )
g729    ( g50 or g58 or g97 or g109 or g130 or g226 or g375 or g377 or g549 or g622 or g773 or g844 or g880 or g947 or g968 or g980 or g1007 or g1022 or g1039 or g1071 or g1116 or g1220 or g1226 or g1281 or g1437 )
g730    ( g111 or g117 or g157 or g171 or g227 or g530 or g789 or g990 or g1042 or g1126 or g1213 or g1239 or g1264 or g1275 or g1279 or g1357 )
g731    ( g112 or g149 or g155 or g225 or g249 or g347 or g361 or g455 or g637 or g678 or g686 or g698 or g833 or g1068 or g1142 or g1166 or g1312 or g1314 or g1371 )
g732    ( g31 or g55 or g246 or g254 or g270 or g273 or g305 or g339 or g422 or g428 or g625 or g660 or g728 or g833 or g859 or g882 or g889 or g938 or g958 or g1038 or g1134 or g1165 or g1230 or g1269 or g1279 or g1499 )
g733    ( g146 or g257 or g302 or g316 or g440 or g442 or g463 or g547 or g628 or g682 or g796 or g819 or g900 or g931 or g1354 )
g734    ( g69 or g128 or g201 or g275 or g508 or g681 or g689 or g779 or g791 or g907 or g924 or g1224 or g1225 or g1238 or g1345 or g1392 or g1403 )
g735    ( g93 or g149 or g181 or g309 or g318 or g369 or g452 or g744 or g794 or g849 or g1006 or g1086 or g1112 or g1130 or g1170 or g1177 or g1247 or g1321 or g1381 or g1393 )
g736    ( g11 or g40 or g127 or g195 or g204 or g256 or g533 or g626 or g717 or g792 or g801 or g931 or g979 or g1144 or g1154 or g1163 or g1238 or g1279 or g1326 or g1442 or g1460 or g1465 )
g737    ( g33 or g42 or g57 or g67 or g118 or g238 or g281 or g389 or g530 or g558 or g560 or g564 or g593 or g713 or g725 or g837 or g852 or g895 or g944 or g1101 or g1150 )
g738    ( g47 or g94 or g95 or g300 or g316 or g358 or g393 or g452 or g704 or g807 or g900 or g938 or g1040 or g1281 or g1388 or g1411 or g1441 or g1444 or g1499 )
g739    ( g55 or g125 or g333 or g343 or g518 or g548 or g755 or g951 or g970 or g983 or g995 or g1058 or g1089 or g1133 or g1153 or g1475 )
g740    ( g48 or g53 or g128 or g130 or g298 or g364 or g383 or g386 or g466 or g520 or g547 or g582 or g594 or g634 or g638 or g782 or g828 or g836 or g878 or g905 or g1021 or g1071 or g1205 or g1224 or g1270 or g1325 or g1476 )
g741    ( g12 or g38 or g71 or g72 or g93 or g112 or g166 or g251 or g333 or g334 or g450 or g503 or g566 or g669 or g679 or g687 or g691 or g722 or g782 or g787 or g848 or g897 or g1085 or g1218 or g1287 or g1314 or g1318 or g1418 or g1463 or g1474 or g1495 )
g742    ( g18 or g29 or g66 or g107 or g149 or g280 or g482 or g504 or g685 or g810 or g823 or g868 or g872 or g972 or g984 or g992 or g1243 )
g743    ( g129 or g194 or g293 or g308 or g353 or g499 or g594 or g755 or g893 or g896 or g927 or g1163 or g1197 or g1409 or g1430 or g1463 )
g744    ( g59 or g224 or g270 or g323 or g420 or g431 or g485 or g561 or g650 or g804 or g855 or g892 or g920 or g939 or g1136 or g1148 or g1150 or g1347 or g1365 )
g745    ( g184 or g232 or g293 or g406 or g503 or g534 or g705 or g763 or g819 or g845 or g878 or g988 or g1065 or g1103 or g1143 or g1199 or g1210 or g1219 or g1225 or g1257 or g1292 or g1343 or g1358 or g1393 or g1394 or g1499 )
g746    ( g214 or g255 or g294 or g304 or g324 or g343 or g381 or g502 or g636 or g675 or g916 or g979 or g1006 or g1010 or g1104 or g1152 or g1255 or g1264 or g1365 or g1458 )
g747    ( g60 or g70 or g92 or g126 or g248 or g498 or g567 or g607 or g619 or g627 or g640 or g649 or g700 or g773 or g863 or g927 or g951 or g1008 or g1112 or g1141 or g1228 or g1233 or g1237 or g1329 or g1477 )
g748    ( g108 or g230 or g296 or g312 or g322 or g354 or g647 or g688 or g738 or g789 or g993 or g1033 or g1067 or g1176 or g1249 or g1256 or g1309 or g1395 or g1401 or g1432 or g1438 or g1478 )
g749    ( g228 or g290 or g601 or g668 or g766 or g773 or g859 or g863 or g1010 or g1086 or g1152 or g1362 or g1406 or g1470 or g1471 )
g750    ( g80 or g138 or g340 or g436 or g539 or g725 or g848 or g892 or g962 or g966 or g983 or g1108 or g1124 or g1319 or g1462 )
g751    ( g193 or g238 or g248 or g330 or g413 or g457 or g468 or g499 or g517 or g553 or g665 or g698 or g813 or g848 or g901 or g959 or g1129 or g1328 or g1462 )
g752    ( g18 or g38 or g83 or g85 or g147 or g159 or g171 or g302 or g408 or g412 or g418 or g555 or g608 or g683 or g827 or g830 or g941 or g1331 or g1488 )
g753    ( g131 or g147 or g246 or g264 or g334 or g411 or g488 or g509 or g517 or g723 or g728 or g794 or g1115 or g1213 )
g754    ( g44 or g86 or g135 or g193 or g253 or g266 or g424 or g496 or g563 or g673 or g696 or g858 or g859 or g868 or g901 or g970 or g1110 or g1112 or g1178 or g1285 or g1298 or g1305 or g1341 or g1428 or g1442 or g1451 )
g755    ( g28 or g48 or g228 or g406 or g426 or g510 or g573 or g681 or g733 or g741 or g844 or g851 or g928 or g965 or g992 or g1039 or g1088 or g1104 or g1219 or g1373 )
g756    ( g124 or g260 or g408 or g532 or g774 or g1057 or g1114 or g1292 or g1298 or g1308 or g1329 or g1412 or g1462 or g1469 )
g757    ( g10 or g55 or g181 or g253 or g402 or g431 or g434 or g461 or g554 or g665 or g731 or g749 or g874 or g998 or g1043 or g1055 or g1071 or g1107 or g1142 or g1221 or g1248 or g1306 or g1310 or g1367 or g1391 or g1414 )
g758    ( g108 or g190 or g224 or g321 or g343 or g369 or g388 or g529 or g645 or g690 or g810 or g891 or g900 or g918 or g938 or g964 or g1111 or g1150 or g1243 or g1280 or g1297 or g1361 )
g759    ( g117 or g181 or g262 or g305 or g399 or g437 or g507 or g531 or g626 or g689 or g725 or g909 or g1112 or g1115 or g1208 or g1408 or g1441 or g1485 )
g760    ( g34 or g145 or g164 or g252 or g271 or g297 or g310 or g366 or g417 or g465 or g779 or g848 or g881 or g900 or g974 or g1010 or g1076 or g1192 or g1201 or g1266 or g1308 or g1359 or g1412 or g1431 or g1489 )
g761    ( g94 or g141 or g158 or g177 or g190 or g325 or g500 or g605 or g647 or g696 or g723 or g739 or g821 or g1040 or g1044 or g1090 or g1107 or g1148 or g1162 or g1328 or g1346 or g1361 or g1391 or g1416 or g1478 )
g762    ( g341 or g392 or g471 or g517 or g573 or g615 or g650 or g766 or g783 or g1043 or g1184 or g1187 or g1270 or g1325 or g1462 )
g763    ( g50 or g60 or g171 or g179 or g417 or g493 or g535 or g569 or g614 or g697 or g779 or g830 or g845 or g966 or g983 or g1006 or g1063 or g1123 or g1145 or g1160 or g1252 or g1300 or g1333 or g1348 or g1353 or g1365 )
g764    ( g1 or g31 or g101 or g122 or g249 or g473 or g495 or g508 or g564 or g571 or g630 or g631 or g741 or g880 or g1017 or g1041 or g1066 or g1085 or g1098 or g1210 or g1236 or g1323 or g1492 )
g765    ( g143 or g165 or g171 or g228 or g245 or g257 or g405 or g416 or g462 or g897 or g924 or g1110 or g1139 or g1160 or g1162 or g1270 or g1309 or g1335 or g1491 )
g766    ( g60 or g107 or g147 or g190 or g429 or g458 or g473 or g711 or g747 or g750 or g869 or g895 or g1063 or g1184 or g1208 or g1218 or g1241 or g1289 or g1330 or g1375 or g1483 )
g767    ( g25 or g51 or g113 or g219 or g236 or g240 or g274 or g335 or g357 or g387 or g429 or g479 or g595 or g680 or g682 or g735 or g907 or g951 or g1093 or g1130 or g1191 or g1221 or g1405 or g1422 )
g768    ( g29 or g100 or g155 or g259 or g295 or g405 or g421 or g476 or g530 or g633 or g723 or g846 or g849 or g915 or g1140 or g1150 or g1154 or g1173 or g1204 or g1227 or g1420 )
g769    ( g227 or g323 or g429 or g467 or g478 or g541 or g904 or g936 or g944 or g946 or g987 or g1023 or g1071 or g1480 )
g770    ( g55 or g120 or g164 or g209 or g275 or g387 or g435 or g542 or g607 or g608 or g863 or g913 or g919 or g996 or g1051 or g1086 or g1169 or g1172 or g1183 or g1298 or g1341 or g1378 or g1496 )
g771    ( g25 or g185 or g241 or g339 or g392 or g532 or g534 or g555 or g665 or g716 or g727 or g783 or g802 or g804 or g992 or g1211 or g1330 or g1340 or g1431 )
g772    ( g45 or g86 or g106 or g113 or g122 or g153 or g234 or g254 or g547 or g623 or g629 or g748 or g872 or g901 or g929 or g999 or g1015 or g1072 or g1189 or g1209 )
g773    ( g14 or g37 or g131 or g185 or g369 or g448 or g486 or g529 or g724 or g949 or g964 or g1039 or g1076 or g1086 or g1193 or g1195 or g1207 or g1247 or g1311 or g1369 or g1485 )
g774    ( g135 or g578 or g586 or g632 or g769 or g811 or g845 or g881 or g896 or g943 or g1171 or g1200 or g1211 or g1474 or g1492 )
g775    ( g28 or g60 or g161 or g228 or g293 or g451 or g570 or g579 or g643 or g869 or g962 or g970 or g1022 or g1158 or g1228 or g1448 or g1480 )
g776    ( g87 or g168 or g193 or g384 or g467 or g590 or g713 or g749 or g839 or g974 or g1158 or g1426 or g1435 or g1448 )
g777    ( g107 or g128 or g161 or g187 or g231 or g296 or g307 or g308 or g318 or g336 or g360 or g373 or g483 or g490 or g642 or g759 or g789 or g797 or g900 or g1016 or g1075 or g1225 or g1305 or g1335 or g1343 )
g778    ( g161 or g286 or g340 or g368 or g477 or g515 or g591 or g748 or g828 or g905 or g1058 or g1151 or g1185 or g1249 or g1288 or g1307 or g1347 or g1351 or g1364 )
g779    ( g48 or g49 or g241 or g260 or g494 or g506 or g757 or g761 or g806 or g1007 or g1030 or g1147 or g1258 or g1338 or g1402 or g1496 )
g780    ( g3 or g177 or g238 or g305 or g376 or g403 or g451 or g531 or g549 or g631 or g662 or g680 or g741 or g886 or g931 or g974 or g1031 or g1121 or g1295 or g1318 or g1341 or g1375 or g1435 )
g781    ( g127 or g129 or g131 or g210 or g212 or g313 or g333 or g538 or g607 or g719 or g823 or g837 or g910 or g928 or g977 or g1195 or g1416 or g1433 )
g782    ( g99 or g145 or g180 or g191 or g256 or g279 or g297 or g301 or g324 or g364 or g434 or g507 or g769 or g771 or g785 or g820 or g854 or g879 or g1070 or g1113 or g1153 or g1164 or g1370 or g1442 or g1461 or g1470 )
g783    ( g46 or g66 or g185 or g524 or g556 or g580 or g724 or g794 or g885 or g964 or g1017 or g1084 or g1260 or g1311 or g1335 )
g784    ( g107 or g114 or g161 or g202 or g400 or g414 or g534 or g558 or g960 or g986 or g1033 or g1145 or g1223 or g1291 or g1302 or g1364 )
g785    ( g21 or g24 or g133 or g225 or g232 or g240 or g260 or g395 or g487 or g529 or g689 or g964 or g1058 or g1066 or g1120 or g1317 or g1330 or g1344 or g1405 or g1421 or g1477 )
g786    ( g69 or g138 or g142 or g170 or g201 or g208 or g331 or g368 or g439 or g579 or g594 or g616 or g625 or g698 or g739 or g866 or g867 or g925 or g1041 or g1125 or g1155 or g1331 or g1380 or g1393 or g1497 )
g787    ( g118 or g132 or g214 or g293 or g316 or g500 or g597 or g674 or g714 or g721 or g985 or g1046 or g1051 or g1145 or g1151 or g1378 or g1414 )
g788    ( g42 or g61 or g99 or g104 or g120 or g514 or g673 or g791 or g832 or g835 or g871 or g934 or g1058 or g1089 or g1105 or g1111 or g1143 or g1265 or g1292 or g1409 )
g789    ( g39 or g69 or g170 or g211 or g221 or g311 or g347 or g408 or g467 or g575 or g597 or g713 or g750 or g756 or g806 or g910 or g920 or g988 or g1001 or g1011 or g1179 or g1237 or g1397 or g1405 or g1423 or g1494 )
g790    ( g216 or g218 or g236 or g270 or g292 or g327 or g428 or g542 or g553 or g575 or g618 or g653 or g725 or g855 or g908 or g934 or g985 or g1171 or g1189 or g1222 or g1242 or g1446 )
g791    ( g84 or g97 or g100 or g115 or g183 or g208 or g226 or g251 or g340 or g363 or g537 or g621 or g676 or g706 or g885 or g957 or g1421 or g1495 )
g792    ( g59 or g75 or g118 or g128 or g162 or g227 or g312 or g316 or g353 or g363 or g413 or g460 or g476 or g637 or g639 or g661 or g681 or g730 or g914 or g941 or g1048 or g1134 or g1255 or g1292 or g1434 or g1487 )
g793    ( g49 or g208 or g215 or g363 or g364 or g375 or g377 or g431 or g586 or g607 or g738 or g808 or g948 or g1017 or g1064 or g1256 or g1314 or g1322 or g1343 or g1384 or g1435 )
g794    ( g16 or g96 or g202 or g335 or g405 or g417 or g459 or g464 or g489 or g512 or g579 or g647 or g995 or g1013 or g1029 or g1103 or g1111 or g1115 or g1199 or g1278 or g1328 or g1347 or g1472 )
g795    ( g24 or g441 or g571 or g677 or g755 or g830 or g933 or g1026 or g1029 or g1341 or g1375 )
g796    ( g285 or g393 or g410 or g580 or g622 or g735 or g767 or g813 or g1031 or g1078 or g1098 or g1103 or g1238 or g1277 or g1279 or g1295 or g1357 )
g797    ( g62 or g154 or g260 or g339 or g394 or g481 or g490 or g527 or g531 or g578 or g627 or g690 or g697 or g707 or g709 or g758 or g931 or g1032 or g1132 or g1163 or g1164 or g1202 or g1252 or g1285 or g1348 or g1351 or g1432 )
g798    ( g26 or g50 or g56 or g94 or g105 or g113 or g133 or g155 or g199 or g212 or g289 or g342 or g387 or g474 or g491 or g619 or g748 or g874 or g891 or g915 or g923 or g1053 or g1063 or g1223 or g1270 or g1315 or g1320 or g1393 )
g799    ( g64 or g108 or g127 or g139 or g386 or g424 or g460 or g576 or g579 or g606 or g622 or g763 or g830 or g1041 or g1073 or g1207 or g1255 or g1349 or g1411 or g1483 )
g800    ( g5 or g36 or g83 or g92 or g171 or g325 or g341 or g348 or g396 or g455 or g576 or g591 or g618 or g653 or g674 or g752 or g808 or g919 or g960 or g983 or g1082 or g1094 or g1147 or g1344 or g1443 or g1482 )
g801    ( g341 or g513 or g656 or g725 or g728 or g821 or g873 or g908 or g1011 or g1035 or g1056 or g1118 or g1126 or g1254 or g1415 or g1455 )
g802    ( g56 or g130 or g156 or g199 or g298 or g367 or g414 or g419 or g434 or g524 or g774 or g828 or g859 or g893 or g984 or g1104 or g1152 or g1186 or g1230 or g1247 or g1269 or g1358 or g1375 or g1421 or g1493 )
g803    ( g24 or g163 or g223 or g252 or g339 or g395 or g498 or g504 or g523 or g593 or g836 or g861 or g873 or g889 or g903 or g943 or g1013 or g1024 or g1074 or g1089 or g1278 or g1402 or g1465 )
g804    ( g256 or g294 or g347 or g396 or g455 or g717 or g718 or g767 or g899 or g917 or g1245 or g1272 or g1302 or g1305 or g1342 or g1458 )
g805    ( g41 or g44 or g146 or g167 or g196 or g200 or g288 or g327 or g432 or g510 or g568 or g594 or g702 or g722 or g727 or g754 or g1003 or g1152 or g1162 or g1223 or g1284 or g1345 or g1354 )
g806    ( g104 or g123 or g192 or g195 or g198 or g269 or g272 or g379 or g499 or g526 or g551 or g561 or g754 or g782 or g882 or g891 or g979 or g990 or g997 or g1280 or g1329 or g1383 or g1410 )
g807    ( g33 or g47 or g206 or g218 or g324 or g499 or g546 or g675 or g694 or g798 or g835 or g888 or g1004 or g1104 or g1137 or g1275 or g1284 or g1286 or g1314 or g1315 or g1347 )
g808    ( g105 or g109 or g200 or g255 or g298 or g633 or g650 or g678 or g691 or g779 or g790 or g821 or g875 or g972 or g979 or g1105 or g1162 or g1213 or g1305 or g1404 or g1438 or g1476 or g1479 )
g809    ( g25 or g153 or g235 or g236 or g299 or g533 or g548 or g566 or g654 or g906 or g941 or g1056 or g1111 or g1168 or g1305 or g1410 or g1461 or g1467 )
g810    ( g27 or g101 or g122 or g205 or g218 or g241 or g483 or g566 or g671 or g695 or g859 or g904 or g927 or g946 or g980 or g984 or g994 or g1081 or g1247 or g1293 or g1308 or g1331 or g1436 or g1492 )
g811    ( g344 or g427 or g534 or g748 or g809 or g815 or g893 or g967 or g1057 or g1324 or g1333 or g1370 or g1438 )
g812    ( g51 or g53 or g135 or g150 or g231 or g258 or g275 or g477 or g840 or g993 or g1015 or g1075 or g1195 or g1200 or g1219 or g1387 or g1427 )
g813    ( g75 or g229 or g319 or g421 or g490 or g525 or g680 or g693 or g1099 or g1268 or g1271 or g1300 or g1366 or g1467 or g1468 or g1482 )
g814    ( g39 or g145 or g227 or g274 or g277 or g320 or g420 or g498 or g528 or g605 or g638 or g707 or g802 or g816 or g839 or g1000 or g1114 or g1137 or g1157 or g1227 )
g815    ( g29 or g75 or g81 or g169 or g256 or g379 or g508 or g620 or g645 or g690 or g693 or g780 or g899 or g913 or g968 or g1123 or g1213 or g1300 or g1372 or g1417 )
g816    ( g4 or g58 or g91 or g134 or g163 or g164 or g322 or g361 or g414 or g430 or g585 or g650 or g667 or g734 or g803 or g813 or g860 or g1085 or g1183 or g1257 or g1349 or g1375 or g1384 or g1421 or g1470 )
g817    ( g38 or g300 or g404 or g603 or g629 or g695 or g751 or g802 or g841 or g1044 or g1096 or g1132 or g1196 or g1274 or g1304 or g1358 )
g818    ( g33 or g38 or g101 or g130 or g294 or g317 or g329 or g473 or g478 or g669 or g689 or g691 or g720 or g743 or g747 or g772 or g841 or g915 or g973 or g1206 or g1224 or g1290 or g1362 or g1396 or g1426 or g1473 )
g819    ( g93 or g240 or g342 or g368 or g483 or g497 or g526 or g547 or g728 or g936 or g947 or g1074 or g1092 or g1233 or g1361 or g1377 or g1444 )
g820    ( g121 or g211 or g241 or g242 or g246 or g377 or g401 or g409 or g539 or g611 or g697 or g761 or g867 or g890 or g980 or g1153 or g1207 or g1251 or g1303 or g1343 or g1450 or g1483 or g1495 )
g821    ( g41 or g71 or g88 or g393 or g435 or g705 or g1027 or g1219 or g1234 or g1289 or g1352 or g1353 )
g822    ( g15 or g73 or g184 or g256 or g430 or g490 or g553 or g568 or g570 or g646 or g1014 or g1029 or g1127 or g1241 or g1282 or g1372 or g1380 )
g823    ( g10 or g69 or g119 or g126 or g156 or g180 or g242 or g318 or g335 or g586 or g630 or g647 or g706 or g740 or g742 or g770 or g776 or g796 or g837 or g924 or g957 or g990 or g1026 or g1078 or g1272 or g1316 or g1333 or g1420 or g1423 )
g824    ( g6 or g25 or g62 or g69 or g220 or g257 or g384 or g493 or g539 or g666 or g696 or g697 or g738 or g776 or g857 or g863 or g891 or g1085 or g1091 or g1109 or g1181 or g1221 or g1236 or g1242 or g1310 or g1440 )
g825    ( g30 or g36 or g68 or g238 or g246 or g466 or g474 or g487 or g534 or g554 or g696 or g707 or g762 or g791 or g796 or g838 or g862 or g990 or g997 or g1114 or g1182 or g1193 or g1340 or g1396 or g1413 or g1423 )
