Gene1,Gene2,Type
g1131,g826,+
g1235,g826,+
g1251,g826,+
g1319,g826,+
g1392,g826,+
g1477,g826,+
g46,g827,+
g331,g827,+
g336,g827,+
g343,g827,+
g453,g827,+
g456,g827,+
g486,g827,+
g568,g827,+
g663,g827,+
g716,g827,+
g746,g827,+
g777,g827,+
g810,g827,+
g831,g827,+
g875,g827,+
g905,g827,+
g948,g827,+
g959,g827,+
g1042,g827,+
g1102,g827,+
g1275,g827,+
g1340,g827,+
g166,g828,+
g177,g828,+
g266,g828,+
g301,g828,+
g388,g828,+
g678,g828,+
g767,g828,+
g793,g828,+
g831,g828,+
g878,g828,+
g893,g828,+
g1070,g828,+
g1091,g828,+
g1105,g828,+
g1109,g828,+
g1157,g828,+
g1178,g828,+
g1405,g828,+
g1408,g828,+
g1480,g828,+
g49,g829,+
g233,g829,+
g255,g829,+
g303,g829,+
g331,g829,+
g368,g829,+
g373,g829,+
g576,g829,+
g610,g829,+
g647,g829,+
g666,g829,+
g703,g829,+
g764,g829,+
g836,g829,+
g965,g829,+
g1087,g829,+
g1195,g829,+
g1235,g829,+
g1242,g829,+
g1319,g829,+
g1330,g829,+
g1367,g829,+
g1416,g829,+
g8,g830,+
g49,g830,+
g167,g830,+
g627,g830,+
g738,g830,+
g875,g830,+
g877,g830,+
g920,g830,+
g981,g830,+
g983,g830,+
g1133,g830,+
g1218,g830,+
g1328,g830,+
g1346,g830,+
g1373,g830,+
g1399,g830,+
g1410,g830,+
g1417,g830,+
g17,g831,+
g31,g831,+
g53,g831,+
g174,g831,+
g255,g831,+
g399,g831,+
g495,g831,+
g513,g831,+
g552,g831,+
g588,g831,+
g649,g831,+
g802,g831,+
g809,g831,+
g971,g831,+
g1083,g831,+
g1172,g831,+
g1227,g831,+
g1265,g831,+
g1324,g831,+
g1381,g831,+
g1440,g831,+
g3,g832,+
g20,g832,+
g24,g832,+
g49,g832,+
g132,g832,+
g154,g832,+
g264,g832,+
g662,g832,+
g704,g832,+
g788,g832,+
g802,g832,+
g920,g832,+
g1183,g832,+
g1221,g832,+
g1292,g832,+
g1297,g832,+
g1305,g832,+
g1406,g832,+
g1407,g832,+
g1433,g832,+
g1475,g832,+
g12,g833,+
g218,g833,+
g225,g833,+
g426,g833,+
g472,g833,+
g551,g833,+
g602,g833,+
g603,g833,+
g1006,g833,+
g1115,g833,+
g1125,g833,+
g1350,g833,+
g1419,g833,+
g66,g834,+
g228,g834,+
g407,g834,+
g431,g834,+
g452,g834,+
g621,g834,+
g786,g834,+
g820,g834,+
g853,g834,+
g912,g834,+
g937,g834,+
g1025,g834,+
g1058,g834,+
g1148,g834,+
g1156,g834,+
g1163,g834,+
g1292,g834,+
g1437,g834,+
g1441,g834,+
g35,g835,+
g60,g835,+
g62,g835,+
g231,g835,+
g322,g835,+
g399,g835,+
g460,g835,+
g577,g835,+
g591,g835,+
g607,g835,+
g869,g835,+
g887,g835,+
g912,g835,+
g990,g835,+
g1079,g835,+
g1207,g835,+
g1266,g835,+
g1341,g835,+
g1388,g835,+
g1411,g835,+
g42,g836,+
g119,g836,+
g202,g836,+
g382,g836,+
g402,g836,+
g464,g836,+
g508,g836,+
g555,g836,+
g580,g836,+
g601,g836,+
g618,g836,+
g643,g836,+
g678,g836,+
g729,g836,+
g744,g836,+
g746,g836,+
g961,g836,+
g1001,g836,+
g1105,g836,+
g1173,g836,+
g1185,g836,+
g1267,g836,+
g1337,g836,+
g80,g837,+
g81,g837,+
g97,g837,+
g108,g837,+
g185,g837,+
g303,g837,+
g402,g837,+
g411,g837,+
g482,g837,+
g553,g837,+
g895,g837,+
g1051,g837,+
g1066,g837,+
g1096,g837,+
g1097,g837,+
g1171,g837,+
g1265,g837,+
g1341,g837,+
g58,g838,+
g75,g838,+
g81,g838,+
g114,g838,+
g203,g838,+
g226,g838,+
g303,g838,+
g388,g838,+
g575,g838,+
g795,g838,+
g816,g838,+
g875,g838,+
g1144,g838,+
g1145,g838,+
g1281,g838,+
g1321,g838,+
g1365,g838,+
g105,g839,+
g117,g839,+
g125,g839,+
g160,g839,+
g174,g839,+
g260,g839,+
g300,g839,+
g303,g839,+
g346,g839,+
g349,g839,+
g518,g839,+
g547,g839,+
g568,g839,+
g586,g839,+
g678,g839,+
g691,g839,+
g980,g839,+
g1116,g839,+
g1121,g839,+
g1128,g839,+
g1225,g839,+
g1261,g839,+
g1445,g839,+
g1493,g839,+
g128,g840,+
g218,g840,+
g288,g840,+
g319,g840,+
g498,g840,+
g562,g840,+
g589,g840,+
g869,g840,+
g873,g840,+
g915,g840,+
g1152,g840,+
g1205,g840,+
g1305,g840,+
g1398,g840,+
g366,g841,+
g417,g841,+
g521,g841,+
g623,g841,+
g632,g841,+
g711,g841,+
g765,g841,+
g792,g841,+
g883,g841,+
g949,g841,+
g973,g841,+
g984,g841,+
g1061,g841,+
g1102,g841,+
g1103,g841,+
g1310,g841,+
g1410,g841,+
g5,g842,+
g143,g842,+
g147,g842,+
g376,g842,+
g465,g842,+
g583,g842,+
g584,g842,+
g662,g842,+
g701,g842,+
g780,g842,+
g823,g842,+
g891,g842,+
g938,g842,+
g974,g842,+
g992,g842,+
g1155,g842,+
g1159,g842,+
g1215,g842,+
g1299,g842,+
g1437,g842,+
g1439,g842,+
g87,g843,+
g181,g843,+
g240,g843,+
g325,g843,+
g330,g843,+
g347,g843,+
g362,g843,+
g570,g843,+
g691,g843,+
g798,g843,+
g882,g843,+
g921,g843,+
g941,g843,+
g967,g843,+
g1001,g843,+
g1044,g843,+
g1216,g843,+
g1295,g843,+
g1382,g843,+
g1407,g843,+
g1415,g843,+
g1472,g843,+
g1478,g843,+
g82,g844,+
g88,g844,+
g152,g844,+
g563,g844,+
g626,g844,+
g714,g844,+
g803,g844,+
g910,g844,+
g1022,g844,+
g1197,g844,+
g1455,g844,+
g201,g845,+
g202,g845,+
g268,g845,+
g280,g845,+
g321,g845,+
g362,g845,+
g489,g845,+
g504,g845,+
g730,g845,+
g798,g845,+
g938,g845,+
g1087,g845,+
g1111,g845,+
g1134,g845,+
g1141,g845,+
g1308,g845,+
g1338,g845,+
g1340,g845,+
g1372,g845,+
g1425,g845,+
g1472,g845,+
g66,g846,+
g84,g846,+
g90,g846,+
g113,g846,+
g118,g846,+
g370,g846,+
g409,g846,+
g652,g846,+
g727,g846,+
g828,g846,+
g856,g846,+
g930,g846,+
g959,g846,+
g1019,g846,+
g1141,g846,+
g1170,g846,+
g1178,g846,+
g1227,g846,+
g1314,g846,+
g1374,g846,+
g117,g847,+
g130,g847,+
g157,g847,+
g188,g847,+
g202,g847,+
g210,g847,+
g281,g847,+
g316,g847,+
g392,g847,+
g476,g847,+
g546,g847,+
g642,g847,+
g668,g847,+
g719,g847,+
g733,g847,+
g820,g847,+
g827,g847,+
g926,g847,+
g990,g847,+
g1023,g847,+
g1056,g847,+
g1196,g847,+
g1273,g847,+
g1302,g847,+
g1322,g847,+
g1364,g847,+
g1393,g847,+
g35,g848,+
g138,g848,+
g148,g848,+
g182,g848,+
g199,g848,+
g214,g848,+
g289,g848,+
g294,g848,+
g620,g848,+
g753,g848,+
g943,g848,+
g962,g848,+
g1048,g848,+
g1076,g848,+
g1205,g848,+
g1294,g848,+
g1296,g848,+
g1435,g848,+
g1437,g848,+
g33,g849,+
g44,g849,+
g61,g849,+
g70,g849,+
g96,g849,+
g155,g849,+
g196,g849,+
g203,g849,+
g219,g849,+
g356,g849,+
g392,g849,+
g505,g849,+
g568,g849,+
g576,g849,+
g583,g849,+
g683,g849,+
g699,g849,+
g734,g849,+
g746,g849,+
g781,g849,+
g827,g849,+
g852,g849,+
g884,g849,+
g886,g849,+
g891,g849,+
g1013,g849,+
g1184,g849,+
g1197,g849,+
g1268,g849,+
g1270,g849,+
g1276,g849,+
g1286,g849,+
g21,g850,+
g34,g850,+
g108,g850,+
g124,g850,+
g276,g850,+
g278,g850,+
g387,g850,+
g400,g850,+
g450,g850,+
g596,g850,+
g627,g850,+
g645,g850,+
g653,g850,+
g705,g850,+
g848,g850,+
g858,g850,+
g894,g850,+
g937,g850,+
g990,g850,+
g1094,g850,+
g1147,g850,+
g1268,g850,+
g1292,g850,+
g1298,g850,+
g1317,g850,+
g1461,g850,+
g1496,g850,+
g142,g851,+
g282,g851,+
g436,g851,+
g673,g851,+
g690,g851,+
g717,g851,+
g758,g851,+
g804,g851,+
g1001,g851,+
g1006,g851,+
g1239,g851,+
g1349,g851,+
g1409,g851,+
g30,g852,+
g118,g852,+
g149,g852,+
g192,g852,+
g279,g852,+
g567,g852,+
g629,g852,+
g774,g852,+
g853,g852,+
g921,g852,+
g1042,g852,+
g1093,g852,+
g1194,g852,+
g1285,g852,+
g1363,g852,+
g1366,g852,+
g1385,g852,+
g1463,g852,+
g171,g853,+
g201,g853,+
g358,g853,+
g426,g853,+
g534,g853,+
g536,g853,+
g590,g853,+
g649,g853,+
g696,g853,+
g749,g853,+
g750,g853,+
g778,g853,+
g781,g853,+
g820,g853,+
g893,g853,+
g957,g853,+
g1162,g853,+
g1195,g853,+
g1201,g853,+
g1245,g853,+
g1252,g853,+
g1389,g853,+
g1414,g853,+
g58,g854,+
g98,g854,+
g254,g854,+
g285,g854,+
g361,g854,+
g427,g854,+
g530,g854,+
g545,g854,+
g651,g854,+
g710,g854,+
g757,g854,+
g843,g854,+
g1104,g854,+
g1110,g854,+
g1395,g854,+
g1396,g854,+
g89,g855,+
g176,g855,+
g360,g855,+
g408,g855,+
g490,g855,+
g564,g855,+
g604,g855,+
g744,g855,+
g901,g855,+
g924,g855,+
g1141,g855,+
g1238,g855,+
g1290,g855,+
g1356,g855,+
g1363,g855,+
g1365,g855,+
g1457,g855,+
g47,g856,+
g56,g856,+
g150,g856,+
g311,g856,+
g315,g856,+
g583,g856,+
g607,g856,+
g727,g856,+
g734,g856,+
g757,g856,+
g785,g856,+
g820,g856,+
g847,g856,+
g896,g856,+
g1106,g856,+
g1474,g856,+
g154,g857,+
g163,g857,+
g218,g857,+
g223,g857,+
g242,g857,+
g323,g857,+
g390,g857,+
g402,g857,+
g409,g857,+
g455,g857,+
g470,g857,+
g483,g857,+
g499,g857,+
g740,g857,+
g839,g857,+
g862,g857,+
g951,g857,+
g979,g857,+
g1016,g857,+
g1085,g857,+
g1192,g857,+
g1203,g857,+
g1274,g857,+
g1281,g857,+
g1354,g857,+
g1394,g857,+
g1408,g857,+
g1416,g857,+
g352,g858,+
g524,g858,+
g543,g858,+
g594,g858,+
g607,g858,+
g648,g858,+
g650,g858,+
g906,g858,+
g941,g858,+
g989,g858,+
g1011,g858,+
g1148,g858,+
g1197,g858,+
g1374,g858,+
g1432,g858,+
g1445,g858,+
g25,g859,+
g74,g859,+
g119,g859,+
g147,g859,+
g170,g859,+
g226,g859,+
g271,g859,+
g295,g859,+
g327,g859,+
g429,g859,+
g717,g859,+
g741,g859,+
g804,g859,+
g1085,g859,+
g1294,g859,+
g1396,g859,+
g1439,g859,+
g1458,g859,+
g205,g860,+
g206,g860,+
g380,g860,+
g399,g860,+
g490,g860,+
g508,g860,+
g521,g860,+
g584,g860,+
g766,g860,+
g973,g860,+
g1005,g860,+
g1034,g860,+
g1062,g860,+
g1071,g860,+
g1117,g860,+
g1138,g860,+
g1159,g860,+
g1225,g860,+
g1275,g860,+
g1370,g860,+
g1396,g860,+
g68,g861,+
g273,g861,+
g316,g861,+
g340,g861,+
g782,g861,+
g1010,g861,+
g1388,g861,+
g1470,g861,+
g1477,g861,+
g1479,g861,+
g51,g862,+
g53,g862,+
g128,g862,+
g182,g862,+
g207,g862,+
g212,g862,+
g246,g862,+
g339,g862,+
g341,g862,+
g375,g862,+
g419,g862,+
g422,g862,+
g496,g862,+
g531,g862,+
g554,g862,+
g607,g862,+
g657,g862,+
g736,g862,+
g797,g862,+
g820,g862,+
g848,g862,+
g857,g862,+
g900,g862,+
g930,g862,+
g972,g862,+
g1191,g862,+
g1230,g862,+
g1294,g862,+
g1297,g862,+
g1338,g862,+
g1347,g862,+
g1429,g862,+
g1461,g862,+
g91,g863,+
g189,g863,+
g517,g863,+
g588,g863,+
g614,g863,+
g741,g863,+
g895,g863,+
g909,g863,+
g915,g863,+
g917,g863,+
g964,g863,+
g1175,g863,+
g1244,g863,+
g1283,g863,+
g1302,g863,+
g1342,g863,+
g1368,g863,+
g61,g864,+
g103,g864,+
g116,g864,+
g133,g864,+
g194,g864,+
g219,g864,+
g348,g864,+
g372,g864,+
g572,g864,+
g576,g864,+
g583,g864,+
g672,g864,+
g732,g864,+
g746,g864,+
g802,g864,+
g891,g864,+
g1011,g864,+
g1021,g864,+
g1051,g864,+
g1126,g864,+
g1366,g864,+
g1403,g864,+
g1443,g864,+
g69,g865,+
g87,g865,+
g268,g865,+
g338,g865,+
g391,g865,+
g581,g865,+
g661,g865,+
g744,g865,+
g816,g865,+
g905,g865,+
g912,g865,+
g1047,g865,+
g1075,g865,+
g1076,g865,+
g1124,g865,+
g1139,g865,+
g1143,g865,+
g1152,g865,+
g1222,g865,+
g1239,g865,+
g1266,g865,+
g1355,g865,+
g1401,g865,+
g1447,g865,+
g1473,g865,+
g37,g866,+
g133,g866,+
g188,g866,+
g205,g866,+
g247,g866,+
g430,g866,+
g492,g866,+
g669,g866,+
g754,g866,+
g764,g866,+
g831,g866,+
g987,g866,+
g988,g866,+
g1141,g866,+
g1308,g866,+
g1430,g866,+
g163,g867,+
g187,g867,+
g244,g867,+
g344,g867,+
g345,g867,+
g364,g867,+
g444,g867,+
g551,g867,+
g761,g867,+
g853,g867,+
g854,g867,+
g1185,g867,+
g1378,g867,+
g1399,g867,+
g1432,g867,+
g1455,g867,+
g1494,g867,+
g30,g868,+
g151,g868,+
g361,g868,+
g407,g868,+
g449,g868,+
g625,g868,+
g695,g868,+
g769,g868,+
g1017,g868,+
g1044,g868,+
g1198,g868,+
g1268,g868,+
g1273,g868,+
g1300,g868,+
g1419,g868,+
g1467,g868,+
g1495,g868,+
g46,g869,+
g128,g869,+
g134,g869,+
g259,g869,+
g342,g869,+
g418,g869,+
g584,g869,+
g650,g869,+
g905,g869,+
g993,g869,+
g1058,g869,+
g1204,g869,+
g1304,g869,+
g1348,g869,+
g1466,g869,+
g1492,g869,+
g98,g870,+
g132,g870,+
g235,g870,+
g300,g870,+
g440,g870,+
g678,g870,+
g867,g870,+
g905,g870,+
g969,g870,+
g1456,g870,+
g5,g871,+
g9,g871,+
g81,g871,+
g294,g871,+
g419,g871,+
g429,g871,+
g434,g871,+
g475,g871,+
g565,g871,+
g587,g871,+
g648,g871,+
g738,g871,+
g843,g871,+
g851,g871,+
g870,g871,+
g962,g871,+
g1383,g871,+
g1439,g871,+
g1462,g871,+
g1482,g871,+
g88,g872,+
g207,g872,+
g498,g872,+
g509,g872,+
g555,g872,+
g557,g872,+
g627,g872,+
g668,g872,+
g927,g872,+
g1013,g872,+
g1040,g872,+
g1048,g872,+
g1152,g872,+
g1204,g872,+
g1358,g872,+
g1404,g872,+
g1443,g872,+
g1475,g872,+
g82,g873,+
g166,g873,+
g178,g873,+
g185,g873,+
g262,g873,+
g409,g873,+
g471,g873,+
g618,g873,+
g646,g873,+
g726,g873,+
g1004,g873,+
g1033,g873,+
g1051,g873,+
g1150,g873,+
g1155,g873,+
g1389,g873,+
g1476,g873,+
g1485,g873,+
g29,g874,+
g30,g874,+
g148,g874,+
g239,g874,+
g278,g874,+
g330,g874,+
g339,g874,+
g340,g874,+
g494,g874,+
g502,g874,+
g532,g874,+
g579,g874,+
g724,g874,+
g758,g874,+
g790,g874,+
g841,g874,+
g977,g874,+
g1134,g874,+
g1189,g874,+
g1235,g874,+
g75,g875,+
g100,g875,+
g118,g875,+
g224,g875,+
g245,g875,+
g405,g875,+
g536,g875,+
g551,g875,+
g653,g875,+
g750,g875,+
g853,g875,+
g857,g875,+
g909,g875,+
g975,g875,+
g1225,g875,+
g1227,g875,+
g1251,g875,+
g1337,g875,+
g1439,g875,+
g241,g876,+
g311,g876,+
g455,g876,+
g534,g876,+
g545,g876,+
g598,g876,+
g642,g876,+
g700,g876,+
g815,g876,+
g896,g876,+
g992,g876,+
g1007,g876,+
g1090,g876,+
g1128,g876,+
g1218,g876,+
g1419,g876,+
g1427,g876,+
g98,g877,+
g336,g877,+
g346,g877,+
g456,g877,+
g465,g877,+
g575,g877,+
g649,g877,+
g666,g877,+
g757,g877,+
g763,g877,+
g770,g877,+
g890,g877,+
g952,g877,+
g987,g877,+
g1046,g877,+
g1129,g877,+
g1219,g877,+
g1240,g877,+
g1250,g877,+
g1278,g877,+
g1283,g877,+
g1369,g877,+
g242,g878,+
g333,g878,+
g425,g878,+
g656,g878,+
g856,g878,+
g860,g878,+
g978,g878,+
g980,g878,+
g1023,g878,+
g1146,g878,+
g1438,g878,+
g86,g879,+
g88,g879,+
g160,g879,+
g309,g879,+
g357,g879,+
g383,g879,+
g403,g879,+
g413,g879,+
g524,g879,+
g587,g879,+
g619,g879,+
g649,g879,+
g704,g879,+
g857,g879,+
g1017,g879,+
g1288,g879,+
g1370,g879,+
g11,g880,+
g272,g880,+
g325,g880,+
g336,g880,+
g379,g880,+
g448,g880,+
g562,g880,+
g582,g880,+
g734,g880,+
g753,g880,+
g807,g880,+
g818,g880,+
g893,g880,+
g907,g880,+
g1062,g880,+
g1149,g880,+
g1243,g880,+
g1373,g880,+
g1383,g880,+
g1393,g880,+
g1446,g880,+
g1457,g880,+
g1464,g880,+
g1494,g880,+
g161,g881,+
g164,g881,+
g452,g881,+
g501,g881,+
g552,g881,+
g626,g881,+
g712,g881,+
g742,g881,+
g865,g881,+
g868,g881,+
g937,g881,+
g1043,g881,+
g1121,g881,+
g1164,g881,+
g1351,g881,+
g1461,g881,+
g1483,g881,+
g27,g882,+
g61,g882,+
g146,g882,+
g181,g882,+
g300,g882,+
g310,g882,+
g341,g882,+
g376,g882,+
g505,g882,+
g518,g882,+
g651,g882,+
g765,g882,+
g861,g882,+
g999,g882,+
g1037,g882,+
g1295,g882,+
g1315,g882,+
g1377,g882,+
g1453,g882,+
g1497,g882,+
g128,g883,+
g207,g883,+
g269,g883,+
g310,g883,+
g360,g883,+
g456,g883,+
g467,g883,+
g488,g883,+
g547,g883,+
g716,g883,+
g745,g883,+
g787,g883,+
g809,g883,+
g849,g883,+
g975,g883,+
g1030,g883,+
g1112,g883,+
g1336,g883,+
g1370,g883,+
g1468,g883,+
g1500,g883,+
g105,g884,+
g162,g884,+
g197,g884,+
g306,g884,+
g371,g884,+
g479,g884,+
g616,g884,+
g721,g884,+
g727,g884,+
g815,g884,+
g887,g884,+
g932,g884,+
g959,g884,+
g982,g884,+
g1091,g884,+
g1118,g884,+
g1156,g884,+
g1191,g884,+
g1204,g884,+
g1236,g884,+
g1318,g884,+
g1416,g884,+
g20,g885,+
g91,g885,+
g255,g885,+
g541,g885,+
g552,g885,+
g673,g885,+
g726,g885,+
g830,g885,+
g892,g885,+
g1071,g885,+
g1166,g885,+
g1203,g885,+
g1221,g885,+
g1235,g885,+
g1380,g885,+
g1388,g885,+
g1392,g885,+
g1449,g885,+
g1487,g885,+
g138,g886,+
g257,g886,+
g282,g886,+
g313,g886,+
g414,g886,+
g487,g886,+
g523,g886,+
g761,g886,+
g930,g886,+
g957,g886,+
g1000,g886,+
g1012,g886,+
g1017,g886,+
g1079,g886,+
g1275,g886,+
g1341,g886,+
g176,g887,+
g193,g887,+
g437,g887,+
g455,g887,+
g786,g887,+
g976,g887,+
g982,g887,+
g1008,g887,+
g1019,g887,+
g1020,g887,+
g1217,g887,+
g1301,g887,+
g1351,g887,+
g1418,g887,+
g60,g888,+
g88,g888,+
g165,g888,+
g234,g888,+
g252,g888,+
g298,g888,+
g488,g888,+
g595,g888,+
g727,g888,+
g763,g888,+
g764,g888,+
g803,g888,+
g999,g888,+
g1105,g888,+
g1124,g888,+
g1126,g888,+
g1179,g888,+
g1222,g888,+
g1313,g888,+
g1483,g888,+
g83,g889,+
g105,g889,+
g155,g889,+
g187,g889,+
g224,g889,+
g298,g889,+
g339,g889,+
g369,g889,+
g463,g889,+
g491,g889,+
g573,g889,+
g658,g889,+
g802,g889,+
g1037,g889,+
g1053,g889,+
g1055,g889,+
g1091,g889,+
g1152,g889,+
g1169,g889,+
g1211,g889,+
g1288,g889,+
g1307,g889,+
g1308,g889,+
g1322,g889,+
g1363,g889,+
g100,g890,+
g122,g890,+
g267,g890,+
g310,g890,+
g341,g890,+
g388,g890,+
g630,g890,+
g649,g890,+
g718,g890,+
g1145,g890,+
g1207,g890,+
g1237,g890,+
g1247,g890,+
g1389,g890,+
g1469,g890,+
g2,g891,+
g81,g891,+
g117,g891,+
g242,g891,+
g303,g891,+
g340,g891,+
g355,g891,+
g385,g891,+
g406,g891,+
g539,g891,+
g545,g891,+
g689,g891,+
g719,g891,+
g773,g891,+
g845,g891,+
g910,g891,+
g1179,g891,+
g1290,g891,+
g1398,g891,+
g1413,g891,+
g1431,g891,+
g1,g892,+
g77,g892,+
g172,g892,+
g216,g892,+
g283,g892,+
g308,g892,+
g340,g892,+
g355,g892,+
g448,g892,+
g459,g892,+
g486,g892,+
g495,g892,+
g576,g892,+
g739,g892,+
g760,g892,+
g841,g892,+
g972,g892,+
g1040,g892,+
g1154,g892,+
g1464,g892,+
g11,g893,+
g163,g893,+
g417,g893,+
g427,g893,+
g435,g893,+
g686,g893,+
g712,g893,+
g810,g893,+
g819,g893,+
g1069,g893,+
g1144,g893,+
g1223,g893,+
g1226,g893,+
g1318,g893,+
g1332,g893,+
g1429,g893,+
g60,g894,+
g392,g894,+
g395,g894,+
g471,g894,+
g504,g894,+
g514,g894,+
g525,g894,+
g538,g894,+
g595,g894,+
g699,g894,+
g967,g894,+
g1128,g894,+
g1305,g894,+
g1342,g894,+
g1407,g894,+
g1432,g894,+
g137,g895,+
g252,g895,+
g391,g895,+
g489,g895,+
g675,g895,+
g706,g895,+
g718,g895,+
g741,g895,+
g784,g895,+
g923,g895,+
g1049,g895,+
g1054,g895,+
g1118,g895,+
g1126,g895,+
g1239,g895,+
g1349,g895,+
g132,g896,+
g144,g896,+
g172,g896,+
g175,g896,+
g187,g896,+
g195,g896,+
g322,g896,+
g330,g896,+
g388,g896,+
g479,g896,+
g671,g896,+
g696,g896,+
g697,g896,+
g760,g896,+
g775,g896,+
g978,g896,+
g979,g896,+
g1056,g896,+
g1089,g896,+
g1127,g896,+
g1328,g896,+
g1369,g896,+
g1374,g896,+
g1419,g896,+
g1465,g896,+
g1478,g896,+
g84,g897,+
g105,g897,+
g219,g897,+
g291,g897,+
g318,g897,+
g468,g897,+
g484,g897,+
g631,g897,+
g731,g897,+
g823,g897,+
g866,g897,+
g935,g897,+
g1011,g897,+
g1037,g897,+
g1079,g897,+
g1085,g897,+
g1240,g897,+
g1493,g897,+
g20,g898,+
g87,g898,+
g133,g898,+
g192,g898,+
g277,g898,+
g348,g898,+
g823,g898,+
g842,g898,+
g851,g898,+
g951,g898,+
g986,g898,+
g1110,g898,+
g1247,g898,+
g1253,g898,+
g30,g899,+
g93,g899,+
g104,g899,+
g288,g899,+
g384,g899,+
g426,g899,+
g472,g899,+
g501,g899,+
g521,g899,+
g706,g899,+
g829,g899,+
g844,g899,+
g846,g899,+
g874,g899,+
g890,g899,+
g932,g899,+
g1008,g899,+
g1125,g899,+
g1281,g899,+
g1375,g899,+
g1380,g899,+
g1489,g899,+
g1492,g899,+
g62,g900,+
g88,g900,+
g126,g900,+
g205,g900,+
g211,g900,+
g279,g900,+
g307,g900,+
g383,g900,+
g488,g900,+
g600,g900,+
g652,g900,+
g768,g900,+
g903,g900,+
g909,g900,+
g937,g900,+
g975,g900,+
g1082,g900,+
g1088,g900,+
g1229,g900,+
g1261,g900,+
g1478,g900,+
g27,g901,+
g116,g901,+
g134,g901,+
g251,g901,+
g421,g901,+
g651,g901,+
g752,g901,+
g846,g901,+
g925,g901,+
g994,g901,+
g1073,g901,+
g1089,g901,+
g1110,g901,+
g1231,g901,+
g1306,g901,+
g1401,g901,+
g10,g902,+
g43,g902,+
g133,g902,+
g136,g902,+
g247,g902,+
g315,g902,+
g343,g902,+
g371,g902,+
g384,g902,+
g513,g902,+
g516,g902,+
g602,g902,+
g766,g902,+
g801,g902,+
g908,g902,+
g977,g902,+
g1113,g902,+
g1131,g902,+
g1136,g902,+
g1384,g902,+
g1412,g902,+
g1432,g902,+
g78,g903,+
g142,g903,+
g147,g903,+
g170,g903,+
g269,g903,+
g287,g903,+
g344,g903,+
g353,g903,+
g591,g903,+
g710,g903,+
g744,g903,+
g745,g903,+
g873,g903,+
g945,g903,+
g1004,g903,+
g1159,g903,+
g1232,g903,+
g1330,g903,+
g134,g904,+
g143,g904,+
g192,g904,+
g253,g904,+
g255,g904,+
g277,g904,+
g330,g904,+
g365,g904,+
g470,g904,+
g536,g904,+
g553,g904,+
g638,g904,+
g647,g904,+
g681,g904,+
g707,g904,+
g860,g904,+
g881,g904,+
g891,g904,+
g916,g904,+
g953,g904,+
g959,g904,+
g1045,g904,+
g1082,g904,+
g1095,g904,+
g1124,g904,+
g1141,g904,+
g1226,g904,+
g1239,g904,+
g1339,g904,+
g1369,g904,+
g6,g905,+
g145,g905,+
g147,g905,+
g196,g905,+
g205,g905,+
g212,g905,+
g237,g905,+
g306,g905,+
g345,g905,+
g475,g905,+
g530,g905,+
g536,g905,+
g543,g905,+
g547,g905,+
g617,g905,+
g775,g905,+
g1065,g905,+
g1108,g905,+
g1136,g905,+
g1166,g905,+
g1199,g905,+
g1209,g905,+
g1285,g905,+
g1350,g905,+
g1405,g905,+
g1447,g905,+
g1483,g905,+
g1488,g905,+
g1,g906,+
g33,g906,+
g193,g906,+
g370,g906,+
g398,g906,+
g448,g906,+
g546,g906,+
g766,g906,+
g809,g906,+
g848,g906,+
g852,g906,+
g1058,g906,+
g1063,g906,+
g1139,g906,+
g1189,g906,+
g1331,g906,+
g1384,g906,+
g1410,g906,+
g90,g907,+
g228,g907,+
g234,g907,+
g251,g907,+
g319,g907,+
g373,g907,+
g661,g907,+
g671,g907,+
g717,g907,+
g724,g907,+
g832,g907,+
g999,g907,+
g1005,g907,+
g1344,g907,+
g1477,g907,+
g29,g908,+
g157,g908,+
g317,g908,+
g345,g908,+
g388,g908,+
g408,g908,+
g427,g908,+
g504,g908,+
g535,g908,+
g604,g908,+
g719,g908,+
g799,g908,+
g818,g908,+
g825,g908,+
g845,g908,+
g906,g908,+
g909,g908,+
g1217,g908,+
g1218,g908,+
g1251,g908,+
g1282,g908,+
g1339,g908,+
g1440,g908,+
g88,g909,+
g386,g909,+
g491,g909,+
g660,g909,+
g686,g909,+
g700,g909,+
g829,g909,+
g1072,g909,+
g1089,g909,+
g1334,g909,+
g1367,g909,+
g21,g910,+
g177,g910,+
g204,g910,+
g273,g910,+
g374,g910,+
g421,g910,+
g473,g910,+
g547,g910,+
g577,g910,+
g595,g910,+
g603,g910,+
g631,g910,+
g652,g910,+
g724,g910,+
g906,g910,+
g937,g910,+
g1022,g910,+
g1077,g910,+
g1107,g910,+
g1205,g910,+
g1206,g910,+
g1437,g910,+
g1,g911,+
g111,g911,+
g133,g911,+
g185,g911,+
g221,g911,+
g290,g911,+
g292,g911,+
g352,g911,+
g381,g911,+
g409,g911,+
g511,g911,+
g536,g911,+
g692,g911,+
g716,g911,+
g729,g911,+
g816,g911,+
g912,g911,+
g948,g911,+
g1178,g911,+
g1221,g911,+
g1380,g911,+
g1456,g911,+
g207,g912,+
g231,g912,+
g327,g912,+
g406,g912,+
g466,g912,+
g502,g912,+
g521,g912,+
g716,g912,+
g812,g912,+
g1042,g912,+
g1118,g912,+
g1183,g912,+
g1193,g912,+
g1195,g912,+
g1372,g912,+
g1457,g912,+
g32,g913,+
g81,g913,+
g99,g913,+
g128,g913,+
