Gene1,Gene2,Type
g297,g706,+
g699,g706,+
g703,g706,+
g704,g706,+
g708,g706,+
g710,g706,+
g712,g706,+
g713,g706,+
g716,g706,+
g1070,g706,+
g1212,g706,+
g1252,g706,+
g1316,g706,+
g1322,g706,+
g1488,g706,+
g551,g707,+
g698,g707,+
g699,g707,+
g702,g707,+
g703,g707,+
g705,g707,+
g708,g707,+
g709,g707,+
g711,g707,+
g713,g707,+
g714,g707,+
g716,g707,+
g717,g707,+
g749,g707,+
g855,g707,+
g947,g707,+
g49,g708,+
g108,g708,+
g168,g708,+
g233,g708,+
g241,g708,+
g308,g708,+
g432,g708,+
g571,g708,+
g703,g708,+
g704,g708,+
g705,g708,+
g706,g708,+
g707,g708,+
g709,g708,+
g711,g708,+
g713,g708,+
g715,g708,+
g814,g708,+
g1091,g708,+
g1237,g708,+
g1324,g708,+
g1343,g708,+
g1352,g708,+
g25,g709,+
g59,g709,+
g60,g709,+
g176,g709,+
g238,g709,+
g249,g709,+
g363,g709,+
g364,g709,+
g592,g709,+
g701,g709,+
g702,g709,+
g705,g709,+
g707,g709,+
g708,g709,+
g710,g709,+
g716,g709,+
g717,g709,+
g955,g709,+
g1205,g709,+
g1213,g709,+
g1419,g709,+
g1460,g709,+
g3,g710,+
g20,g710,+
g44,g710,+
g57,g710,+
g280,g710,+
g360,g710,+
g430,g710,+
g527,g710,+
g536,g710,+
g604,g710,+
g700,g710,+
g702,g710,+
g705,g710,+
g706,g710,+
g709,g710,+
g711,g710,+
g712,g710,+
g713,g710,+
g715,g710,+
g720,g710,+
g766,g710,+
g794,g710,+
g1100,g710,+
g1157,g710,+
g1302,g710,+
g1422,g710,+
g139,g711,+
g250,g711,+
g348,g711,+
g455,g711,+
g687,g711,+
g702,g711,+
g704,g711,+
g705,g711,+
g707,g711,+
g708,g711,+
g710,g711,+
g713,g711,+
g718,g711,+
g720,g711,+
g843,g711,+
g1015,g711,+
g1191,g711,+
g1213,g711,+
g1398,g711,+
g101,g712,+
g176,g712,+
g324,g712,+
g392,g712,+
g703,g712,+
g706,g712,+
g710,g712,+
g716,g712,+
g718,g712,+
g721,g712,+
g1046,g712,+
g1076,g712,+
g1216,g712,+
g10,g713,+
g96,g713,+
g152,g713,+
g527,g713,+
g703,g713,+
g704,g713,+
g705,g713,+
g706,g713,+
g707,g713,+
g708,g713,+
g710,g713,+
g711,g713,+
g715,g713,+
g718,g713,+
g719,g713,+
g721,g713,+
g776,g713,+
g837,g713,+
g1043,g713,+
g1061,g713,+
g1253,g713,+
g1333,g713,+
g1339,g713,+
g1440,g713,+
g110,g714,+
g655,g714,+
g705,g714,+
g707,g714,+
g715,g714,+
g716,g714,+
g717,g714,+
g719,g714,+
g720,g714,+
g721,g714,+
g722,g714,+
g723,g714,+
g761,g714,+
g819,g714,+
g1133,g714,+
g1444,g714,+
g36,g715,+
g705,g715,+
g708,g715,+
g710,g715,+
g713,g715,+
g714,g715,+
g719,g715,+
g720,g715,+
g722,g715,+
g723,g715,+
g724,g715,+
g751,g715,+
g914,g715,+
g1143,g715,+
g1157,g715,+
g1415,g715,+
g1489,g715,+
g62,g716,+
g196,g716,+
g345,g716,+
g706,g716,+
g707,g716,+
g709,g716,+
g712,g716,+
g714,g716,+
g722,g716,+
g723,g716,+
g724,g716,+
g820,g716,+
g860,g716,+
g945,g716,+
g1039,g716,+
g1043,g716,+
g1068,g716,+
g1155,g716,+
g1173,g716,+
g1257,g716,+
g1258,g716,+
g208,g717,+
g429,g717,+
g508,g717,+
g518,g717,+
g522,g717,+
g707,g717,+
g709,g717,+
g714,g717,+
g718,g717,+
g720,g717,+
g721,g717,+
g722,g717,+
g723,g717,+
g727,g717,+
g865,g717,+
g1070,g717,+
g23,g718,+
g163,g718,+
g237,g718,+
g441,g718,+
g486,g718,+
g567,g718,+
g580,g718,+
g711,g718,+
g712,g718,+
g713,g718,+
g717,g718,+
g720,g718,+
g721,g718,+
g723,g718,+
g724,g718,+
g783,g718,+
g851,g718,+
g902,g718,+
g1004,g718,+
g1005,g718,+
g1018,g718,+
g1168,g718,+
g1206,g718,+
g31,g719,+
g43,g719,+
g118,g719,+
g646,g719,+
g658,g719,+
g713,g719,+
g714,g719,+
g715,g719,+
g720,g719,+
g722,g719,+
g724,g719,+
g726,g719,+
g728,g719,+
g849,g719,+
g908,g719,+
g1220,g719,+
g1287,g719,+
g1470,g719,+
g297,g720,+
g312,g720,+
g350,g720,+
g452,g720,+
g507,g720,+
g614,g720,+
g710,g720,+
g711,g720,+
g714,g720,+
g715,g720,+
g717,g720,+
g718,g720,+
g719,g720,+
g721,g720,+
g722,g720,+
g723,g720,+
g724,g720,+
g726,g720,+
g727,g720,+
g728,g720,+
g730,g720,+
g875,g720,+
g1019,g720,+
g1034,g720,+
g1050,g720,+
g1079,g720,+
g1143,g720,+
g217,g721,+
g251,g721,+
g281,g721,+
g515,g721,+
g712,g721,+
g713,g721,+
g714,g721,+
g717,g721,+
g718,g721,+
g720,g721,+
g723,g721,+
g724,g721,+
g725,g721,+
g726,g721,+
g727,g721,+
g731,g721,+
g1076,g721,+
g1184,g721,+
g1393,g721,+
g7,g722,+
g29,g722,+
g326,g722,+
g382,g722,+
g714,g722,+
g715,g722,+
g716,g722,+
g717,g722,+
g719,g722,+
g720,g722,+
g723,g722,+
g727,g722,+
g730,g722,+
g731,g722,+
g732,g722,+
g780,g722,+
g959,g722,+
g1074,g722,+
g1119,g722,+
g1390,g722,+
g22,g723,+
g28,g723,+
g80,g723,+
g321,g723,+
g714,g723,+
g715,g723,+
g716,g723,+
g717,g723,+
g718,g723,+
g720,g723,+
g721,g723,+
g722,g723,+
g727,g723,+
g728,g723,+
g729,g723,+
g730,g723,+
g732,g723,+
g805,g723,+
g903,g723,+
g1007,g723,+
g1151,g723,+
g1332,g723,+
g1424,g723,+
g12,g724,+
g147,g724,+
g303,g724,+
g328,g724,+
g345,g724,+
g392,g724,+
g402,g724,+
g460,g724,+
g578,g724,+
g607,g724,+
g680,g724,+
g715,g724,+
g716,g724,+
g718,g724,+
g719,g724,+
g720,g724,+
g721,g724,+
g725,g724,+
g726,g724,+
g730,g724,+
g733,g724,+
g734,g724,+
g1357,g724,+
g89,g725,+
g150,g725,+
g173,g725,+
g208,g725,+
g425,g725,+
g607,g725,+
g721,g725,+
g724,g725,+
g726,g725,+
g729,g725,+
g730,g725,+
g732,g725,+
g734,g725,+
g899,g725,+
g925,g725,+
g1177,g725,+
g1179,g725,+
g1489,g725,+
g27,g726,+
g75,g726,+
g165,g726,+
g176,g726,+
g211,g726,+
g345,g726,+
g405,g726,+
g681,g726,+
g719,g726,+
g720,g726,+
g721,g726,+
g724,g726,+
g725,g726,+
g732,g726,+
g735,g726,+
g736,g726,+
g765,g726,+
g780,g726,+
g1042,g726,+
g1056,g726,+
g1066,g726,+
g1166,g726,+
g21,g727,+
g95,g727,+
g438,g727,+
g717,g727,+
g720,g727,+
g721,g727,+
g722,g727,+
g723,g727,+
g728,g727,+
g734,g727,+
g737,g727,+
g750,g727,+
g758,g727,+
g790,g727,+
g870,g727,+
g889,g727,+
g951,g727,+
g1001,g727,+
g1097,g727,+
g1270,g727,+
g1328,g727,+
g1356,g727,+
g103,g728,+
g590,g728,+
g636,g728,+
g697,g728,+
g719,g728,+
g720,g728,+
g723,g728,+
g727,g728,+
g729,g728,+
g730,g728,+
g731,g728,+
g734,g728,+
g735,g728,+
g736,g728,+
g737,g728,+
g738,g728,+
g1013,g728,+
g192,g729,+
g283,g729,+
g550,g729,+
g723,g729,+
g725,g729,+
g728,g729,+
g730,g729,+
g732,g729,+
g733,g729,+
g734,g729,+
g737,g729,+
g739,g729,+
g845,g729,+
g937,g729,+
g981,g729,+
g1041,g729,+
g1076,g729,+
g1268,g729,+
g21,g730,+
g182,g730,+
g256,g730,+
g346,g730,+
g368,g730,+
g568,g730,+
g633,g730,+
g658,g730,+
g689,g730,+
g720,g730,+
g722,g730,+
g723,g730,+
g724,g730,+
g725,g730,+
g728,g730,+
g729,g730,+
g733,g730,+
g738,g730,+
g740,g730,+
g903,g730,+
g1014,g730,+
g1115,g730,+
g1227,g730,+
g1234,g730,+
g1431,g730,+
g55,g731,+
g356,g731,+
g512,g731,+
g721,g731,+
g722,g731,+
g728,g731,+
g735,g731,+
g736,g731,+
g737,g731,+
g738,g731,+
g739,g731,+
g740,g731,+
g1008,g731,+
g1265,g731,+
g243,g732,+
g468,g732,+
g635,g732,+
g684,g732,+
g722,g732,+
g723,g732,+
g725,g732,+
g726,g732,+
g729,g732,+
g733,g732,+
g737,g732,+
g738,g732,+
g739,g732,+
g741,g732,+
g875,g732,+
g878,g732,+
g1231,g732,+
g157,g733,+
g163,g733,+
g353,g733,+
g365,g733,+
g586,g733,+
g724,g733,+
g729,g733,+
g730,g733,+
g732,g733,+
g734,g733,+
g735,g733,+
g736,g733,+
g738,g733,+
g741,g733,+
g777,g733,+
g799,g733,+
g829,g733,+
g1075,g733,+
g1218,g733,+
g1427,g733,+
g1466,g733,+
g1482,g733,+
g150,g734,+
g199,g734,+
g398,g734,+
g596,g734,+
g686,g734,+
g724,g734,+
g725,g734,+
g727,g734,+
g728,g734,+
g729,g734,+
g733,g734,+
g736,g734,+
g737,g734,+
g738,g734,+
g743,g734,+
g912,g734,+
g1085,g734,+
g1101,g734,+
g1414,g734,+
g64,g735,+
g270,g735,+
g583,g735,+
g726,g735,+
g728,g735,+
g731,g735,+
g733,g735,+
g736,g735,+
g738,g735,+
g739,g735,+
g741,g735,+
g743,g735,+
g744,g735,+
g745,g735,+
g814,g735,+
g894,g735,+
g960,g735,+
g1103,g735,+
g1154,g735,+
g1189,g735,+
g1450,g735,+
g383,g736,+
g513,g736,+
g528,g736,+
g546,g736,+
g575,g736,+
g726,g736,+
g728,g736,+
g731,g736,+
g733,g736,+
g734,g736,+
g735,g736,+
g738,g736,+
g739,g736,+
g740,g736,+
g741,g736,+
g742,g736,+
g743,g736,+
g746,g736,+
g764,g736,+
g784,g736,+
g962,g736,+
g1094,g736,+
g1107,g736,+
g1116,g736,+
g63,g737,+
g378,g737,+
g585,g737,+
g727,g737,+
g728,g737,+
g729,g737,+
g731,g737,+
g732,g737,+
g734,g737,+
g738,g737,+
g739,g737,+
g741,g737,+
g742,g737,+
g743,g737,+
g744,g737,+
g842,g737,+
g851,g737,+
g1178,g737,+
g1208,g737,+
g1343,g737,+
g1397,g737,+
g1403,g737,+
g13,g738,+
g38,g738,+
g202,g738,+
g728,g738,+
g730,g738,+
g731,g738,+
g732,g738,+
g733,g738,+
g734,g738,+
g735,g738,+
g736,g738,+
g737,g738,+
g739,g738,+
g741,g738,+
g743,g738,+
g745,g738,+
g746,g738,+
g747,g738,+
g907,g738,+
g965,g738,+
g1286,g738,+
g68,g739,+
g231,g739,+
g244,g739,+
g546,g739,+
g729,g739,+
g731,g739,+
g732,g739,+
g735,g739,+
g736,g739,+
g737,g739,+
g738,g739,+
g740,g739,+
g742,g739,+
g745,g739,+
g749,g739,+
g766,g739,+
g902,g739,+
g968,g739,+
g1193,g739,+
g1295,g739,+
g1441,g739,+
g138,g740,+
g334,g740,+
g427,g740,+
g474,g740,+
g730,g740,+
g731,g740,+
g736,g740,+
g739,g740,+
g741,g740,+
g742,g740,+
g748,g740,+
g749,g740,+
g750,g740,+
g800,g740,+
g921,g740,+
g934,g740,+
g1128,g740,+
g59,g741,+
g146,g741,+
g228,g741,+
g409,g741,+
g484,g741,+
g547,g741,+
g605,g741,+
g732,g741,+
g733,g741,+
g735,g741,+
g736,g741,+
g737,g741,+
g738,g741,+
g740,g741,+
g743,g741,+
g746,g741,+
g748,g741,+
g749,g741,+
g750,g741,+
g785,g741,+
g871,g741,+
g946,g741,+
g1002,g741,+
g1037,g741,+
g1453,g741,+
g54,g742,+
g251,g742,+
g386,g742,+
g505,g742,+
g616,g742,+
g621,g742,+
g656,g742,+
g697,g742,+
g736,g742,+
g737,g742,+
g739,g742,+
g740,g742,+
g743,g742,+
g746,g742,+
g748,g742,+
g752,g742,+
g785,g742,+
g1148,g742,+
g1174,g742,+
g1178,g742,+
g1270,g742,+
g1294,g742,+
g1440,g742,+
g1480,g742,+
g1496,g742,+
g93,g743,+
g252,g743,+
g470,g743,+
g681,g743,+
g734,g743,+
g735,g743,+
g736,g743,+
g737,g743,+
g738,g743,+
g741,g743,+
g742,g743,+
g744,g743,+
g745,g743,+
g746,g743,+
g748,g743,+
g749,g743,+
g750,g743,+
g751,g743,+
g752,g743,+
g765,g743,+
g865,g743,+
g896,g743,+
g1012,g743,+
g1033,g743,+
g1052,g743,+
g1074,g743,+
g1138,g743,+
g1323,g743,+
g1451,g743,+
g76,g744,+
g154,g744,+
g352,g744,+
g415,g744,+
g494,g744,+
g735,g744,+
g737,g744,+
g743,g744,+
g750,g744,+
g754,g744,+
g757,g744,+
g808,g744,+
g889,g744,+
g946,g744,+
g989,g744,+
g1046,g744,+
g1047,g744,+
g1116,g744,+
g1257,g744,+
g1411,g744,+
g1415,g744,+
g40,g745,+
g224,g745,+
g227,g745,+
g384,g745,+
g399,g745,+
g486,g745,+
g735,g745,+
g738,g745,+
g739,g745,+
g743,g745,+
g747,g745,+
g748,g745,+
g751,g745,+
g755,g745,+
g853,g745,+
g932,g745,+
g1005,g745,+
g1435,g745,+
g1489,g745,+
g28,g746,+
g204,g746,+
g411,g746,+
g524,g746,+
g667,g746,+
g736,g746,+
g738,g746,+
g741,g746,+
g742,g746,+
g743,g746,+
g750,g746,+
g752,g746,+
g756,g746,+
g934,g746,+
g1211,g746,+
g77,g747,+
g78,g747,+
g106,g747,+
g110,g747,+
g126,g747,+
g161,g747,+
g266,g747,+
g294,g747,+
g314,g747,+
g738,g747,+
g745,g747,+
g749,g747,+
g750,g747,+
g823,g747,+
g874,g747,+
g1096,g747,+
g1131,g747,+
g1153,g747,+
g1243,g747,+
g1276,g747,+
g1303,g747,+
g1394,g747,+
g75,g748,+
g181,g748,+
g280,g748,+
g373,g748,+
g510,g748,+
g740,g748,+
g741,g748,+
g742,g748,+
g743,g748,+
g745,g748,+
g749,g748,+
g751,g748,+
g755,g748,+
g757,g748,+
g758,g748,+
g927,g748,+
g1235,g748,+
g1288,g748,+
g1416,g748,+
g27,g749,+
g68,g749,+
g118,g749,+
g119,g749,+
g283,g749,+
g317,g749,+
g399,g749,+
g549,g749,+
g707,g749,+
g739,g749,+
g740,g749,+
g741,g749,+
g743,g749,+
g747,g749,+
g748,g749,+
g752,g749,+
g753,g749,+
g755,g749,+
g756,g749,+
g770,g749,+
g1041,g749,+
g1096,g749,+
g1266,g749,+
g1407,g749,+
g122,g750,+
g318,g750,+
g349,g750,+
g489,g750,+
g504,g750,+
g605,g750,+
g727,g750,+
g740,g750,+
g741,g750,+
g743,g750,+
g744,g750,+
g746,g750,+
g747,g750,+
g753,g750,+
g756,g750,+
g759,g750,+
g1234,g750,+
g1487,g750,+
g1492,g750,+
g55,g751,+
g128,g751,+
g188,g751,+
g214,g751,+
g267,g751,+
g589,g751,+
g689,g751,+
g715,g751,+
g743,g751,+
g745,g751,+
g748,g751,+
g752,g751,+
g756,g751,+
g757,g751,+
g758,g751,+
g759,g751,+
g760,g751,+
g987,g751,+
g201,g752,+
g213,g752,+
g253,g752,+
g289,g752,+
g332,g752,+
g362,g752,+
g369,g752,+
g577,g752,+
g742,g752,+
g743,g752,+
g746,g752,+
g749,g752,+
g751,g752,+
g754,g752,+
g756,g752,+
g759,g752,+
g760,g752,+
g761,g752,+
g900,g752,+
g239,g753,+
g265,g753,+
g458,g753,+
g749,g753,+
g750,g753,+
g754,g753,+
g756,g753,+
g759,g753,+
g760,g753,+
g762,g753,+
g913,g753,+
g916,g753,+
g1180,g753,+
g1197,g753,+
g42,g754,+
g195,g754,+
g254,g754,+
g406,g754,+
g451,g754,+
g601,g754,+
g625,g754,+
g630,g754,+
g657,g754,+
g744,g754,+
g752,g754,+
g753,g754,+
g755,g754,+
g757,g754,+
g764,g754,+
g937,g754,+
g1332,g754,+
g1397,g754,+
g152,g755,+
g169,g755,+
g243,g755,+
g310,g755,+
g680,g755,+
g745,g755,+
g748,g755,+
g749,g755,+
g754,g755,+
g756,g755,+
g757,g755,+
g758,g755,+
g759,g755,+
g760,g755,+
g761,g755,+
g765,g755,+
g1200,g755,+
g1275,g755,+
g262,g756,+
g399,g756,+
g746,g756,+
g749,g756,+
g750,g756,+
g751,g756,+
g752,g756,+
g753,g756,+
g755,g756,+
g757,g756,+
g760,g756,+
g761,g756,+
g763,g756,+
g766,g756,+
g897,g756,+
g936,g756,+
g970,g756,+
g1024,g756,+
g1309,g756,+
g1314,g756,+
g1324,g756,+
g1395,g756,+
g1445,g756,+
g41,g757,+
g315,g757,+
g744,g757,+
g748,g757,+
g751,g757,+
g754,g757,+
g755,g757,+
g756,g757,+
g758,g757,+
g760,g757,+
g761,g757,+
g762,g757,+
g763,g757,+
g764,g757,+
g765,g757,+
g766,g757,+
g767,g757,+
g1107,g757,+
g1108,g757,+
g1120,g757,+
g1342,g757,+
g34,g758,+
g230,g758,+
g235,g758,+
g312,g758,+
g361,g758,+
g423,g758,+
g675,g758,+
g727,g758,+
g748,g758,+
g751,g758,+
g755,g758,+
g757,g758,+
g760,g758,+
g764,g758,+
g767,g758,+
g828,g758,+
g832,g758,+
g1368,g758,+
g1449,g758,+
g132,g759,+
g315,g759,+
g687,g759,+
g750,g759,+
g751,g759,+
g752,g759,+
g753,g759,+
g755,g759,+
g760,g759,+
g762,g759,+
g764,g759,+
g768,g759,+
g834,g759,+
g896,g759,+
g1333,g759,+
g1375,g759,+
g1404,g759,+
g1495,g759,+
g66,g760,+
g254,g760,+
g334,g760,+
g378,g760,+
g606,g760,+
g620,g760,+
g692,g760,+
g751,g760,+
g752,g760,+
g753,g760,+
g755,g760,+
g756,g760,+
g757,g760,+
g758,g760,+
g759,g760,+
g762,g760,+
g763,g760,+
g764,g760,+
g766,g760,+
g768,g760,+
g770,g760,+
g794,g760,+
g1305,g760,+
g1410,g760,+
g1476,g760,+
g29,g761,+
g190,g761,+
g325,g761,+
g344,g761,+
g488,g761,+
g510,g761,+
g522,g761,+
g559,g761,+
g630,g761,+
g714,g761,+
g752,g761,+
g755,g761,+
g756,g761,+
g757,g761,+
g767,g761,+
g973,g761,+
g997,g761,+
g1353,g761,+
g198,g762,+
g337,g762,+
g370,g762,+
g515,g762,+
g541,g762,+
g753,g762,+
g757,g762,+
g759,g762,+
g760,g762,+
g769,g762,+
g770,g762,+
g771,g762,+
g772,g762,+
g1065,g762,+
g1071,g762,+
g1121,g762,+
g1281,g762,+
g1349,g762,+
g26,g763,+
g39,g763,+
g90,g763,+
g361,g763,+
g674,g763,+
g756,g763,+
g757,g763,+
g760,g763,+
g764,g763,+
g767,g763,+
g768,g763,+
g769,g763,+
g770,g763,+
g772,g763,+
g773,g763,+
g840,g763,+
g1140,g763,+
g1284,g763,+
g1374,g763,+
g1494,g763,+
g160,g764,+
g180,g764,+
g247,g764,+
g514,g764,+
g556,g764,+
g736,g764,+
g754,g764,+
g757,g764,+
g758,g764,+
g759,g764,+
g760,g764,+
g763,g764,+
g766,g764,+
g768,g764,+
g772,g764,+
g1097,g764,+
g1113,g764,+
g1186,g764,+
g430,g765,+
g463,g765,+
g616,g765,+
g726,g765,+
g743,g765,+
g755,g765,+
g757,g765,+
g766,g765,+
g768,g765,+
g772,g765,+
g773,g765,+
g775,g765,+
g872,g765,+
g1216,g765,+
g46,g766,+
g53,g766,+
g100,g766,+
g429,g766,+
g597,g766,+
g690,g766,+
g710,g766,+
g739,g766,+
g756,g766,+
g757,g766,+
g760,g766,+
g764,g766,+
g765,g766,+
g770,g766,+
g771,g766,+
g773,g766,+
g776,g766,+
g907,g766,+
g912,g766,+
g958,g766,+
g994,g766,+
g1037,g766,+
g1126,g766,+
g1241,g766,+
g1453,g766,+
g83,g767,+
g85,g767,+
g296,g767,+
g417,g767,+
g467,g767,+
g561,g767,+
g695,g767,+
g757,g767,+
g758,g767,+
g761,g767,+
g763,g767,+
g769,g767,+
g770,g767,+
g773,g767,+
g776,g767,+
g777,g767,+
g1205,g767,+
g1304,g767,+
g146,g768,+
g254,g768,+
g759,g768,+
g760,g768,+
g763,g768,+
g764,g768,+
g765,g768,+
g769,g768,+
g770,g768,+
g771,g768,+
g773,g768,+
g774,g768,+
g775,g768,+
g776,g768,+
g777,g768,+
g778,g768,+
g1053,g768,+
g1321,g768,+
g1426,g768,+
g1456,g768,+
g189,g769,+
g229,g769,+
g268,g769,+
g325,g769,+
g408,g769,+
g440,g769,+
g483,g769,+
g669,g769,+
g680,g769,+
g762,g769,+
g763,g769,+
g767,g769,+
g768,g769,+
g770,g769,+
g775,g769,+
g776,g769,+
g777,g769,+
g915,g769,+
g960,g769,+
g1075,g769,+
g1111,g769,+
g1259,g769,+
g1351,g769,+
g353,g770,+
g432,g770,+
g552,g770,+
g668,g770,+
g749,g770,+
g760,g770,+
g762,g770,+
g763,g770,+
g766,g770,+
g767,g770,+
g768,g770,+
g769,g770,+
g773,g770,+
g774,g770,+
g779,g770,+
g930,g770,+
g1082,g770,+
g1201,g770,+
g1265,g770,+
g1434,g770,+
g140,g771,+
g264,g771,+
g337,g771,+
g497,g771,+
g591,g771,+
g643,g771,+
g651,g771,+
g762,g771,+
g766,g771,+
g768,g771,+
g773,g771,+
g776,g771,+
g777,g771,+
g779,g771,+
g780,g771,+
g781,g771,+
g897,g771,+
g914,g771,+
g996,g771,+
g1041,g771,+
g1207,g771,+
g1245,g771,+
g1366,g771,+
g1430,g771,+
g3,g772,+
g49,g772,+
g72,g772,+
g390,g772,+
g532,g772,+
g762,g772,+
g763,g772,+
g764,g772,+
g765,g772,+
g773,g772,+
g776,g772,+
g777,g772,+
g778,g772,+
g779,g772,+
g872,g772,+
g1088,g772,+
g1145,g772,+
g1332,g772,+
g1421,g772,+
g1427,g772,+
g49,g773,+
g65,g773,+
g152,g773,+
g473,g773,+
g551,g773,+
g651,g773,+
g686,g773,+
g763,g773,+
g765,g773,+
g766,g773,+
g767,g773,+
g768,g773,+
g770,g773,+
g771,g773,+
g772,g773,+
g774,g773,+
g776,g773,+
g778,g773,+
g780,g773,+
g781,g773,+
g783,g773,+
g798,g773,+
g951,g773,+
g1272,g773,+
g38,g774,+
g83,g774,+
g141,g774,+
g171,g774,+
g269,g774,+
g413,g774,+
g423,g774,+
g665,g774,+
g768,g774,+
g770,g774,+
g773,g774,+
g775,g774,+
g778,g774,+
g779,g774,+
g781,g774,+
g801,g774,+
g904,g774,+
g973,g774,+
g1250,g774,+
g1298,g774,+
g1405,g774,+
g1450,g774,+
g1462,g774,+
g567,g775,+
g610,g775,+
g765,g775,+
g768,g775,+
g769,g775,+
g774,g775,+
g778,g775,+
g779,g775,+
g780,g775,+
g781,g775,+
g784,g775,+
g785,g775,+
g787,g775,+
g943,g775,+
g1206,g775,+
g1343,g775,+
g1358,g775,+
g1483,g775,+
g61,g776,+
g460,g776,+
g510,g776,+
g557,g776,+
g713,g776,+
g766,g776,+
g767,g776,+
g768,g776,+
g769,g776,+
g771,g776,+
g772,g776,+
g773,g776,+
g777,g776,+
g779,g776,+
g781,g776,+
g782,g776,+
g785,g776,+
g786,g776,+
g833,g776,+
g901,g776,+
g449,g777,+
g526,g777,+
g733,g777,+
g767,g777,+
g768,g777,+
g769,g777,+
g771,g777,+
g772,g777,+
g776,g777,+
g780,g777,+
g781,g777,+
g782,g777,+
g784,g777,+
g785,g777,+
g787,g777,+
g1031,g777,+
g1132,g777,+
g1288,g777,+
g1382,g777,+
g1397,g777,+
g128,g778,+
g152,g778,+
g228,g778,+
g371,g778,+
g551,g778,+
g702,g778,+
g768,g778,+
g772,g778,+
g773,g778,+
g774,g778,+
g775,g778,+
g780,g778,+
g781,g778,+
g784,g778,+
g786,g778,+
g842,g778,+
g1040,g778,+
g1076,g778,+
g1091,g778,+
g1466,g778,+
g269,g779,+
g554,g779,+
g573,g779,+
g660,g779,+
g770,g779,+
g771,g779,+
g772,g779,+
g774,g779,+
g775,g779,+
g776,g779,+
g780,g779,+
g781,g779,+
g787,g779,+
g789,g779,+
g805,g779,+
g966,g779,+
g1272,g779,+
g1423,g779,+
g1488,g779,+
g212,g780,+
g604,g780,+
g722,g780,+
g726,g780,+
g771,g780,+
g773,g780,+
g775,g780,+
g777,g780,+
g778,g780,+
g779,g780,+
g781,g780,+
g782,g780,+
g785,g780,+
g786,g780,+
g787,g780,+
g790,g780,+
g807,g780,+
g836,g780,+
g1238,g780,+
g1326,g780,+
g1393,g780,+
g1427,g780,+
g85,g781,+
g128,g781,+
g273,g781,+
g334,g781,+
g633,g781,+
g667,g781,+
g771,g781,+
g773,g781,+
g774,g781,+
g775,g781,+
g776,g781,+
g777,g781,+
g778,g781,+
g779,g781,+
g780,g781,+
g787,g781,+
g790,g781,+
g791,g781,+
g805,g781,+
g897,g781,+
g1086,g781,+
g1222,g781,+
g1253,g781,+
g1496,g781,+
g66,g782,+
g324,g782,+
g326,g782,+
g433,g782,+
g529,g782,+
g577,g782,+
g591,g782,+
g776,g782,+
g777,g782,+
g780,g782,+
g783,g782,+
g785,g782,+
g789,g782,+
g790,g782,+
g791,g782,+
g874,g782,+
g1255,g782,+
g315,g783,+
g349,g783,+
g612,g783,+
g672,g783,+
g718,g783,+
g773,g783,+
g782,g783,+
g786,g783,+
g787,g783,+
g788,g783,+
g790,g783,+
g791,g783,+
g974,g783,+
g1059,g783,+
g142,g784,+
g148,g784,+
g149,g784,+
g245,g784,+
g295,g784,+
g526,g784,+
g736,g784,+
g775,g784,+
g777,g784,+
g778,g784,+
g785,g784,+
g788,g784,+
g790,g784,+
g791,g784,+
g873,g784,+
g965,g784,+
g1062,g784,+
g226,g785,+
g248,g785,+
g300,g785,+
g741,g785,+
g742,g785,+
g775,g785,+
g776,g785,+
g777,g785,+
g780,g785,+
g782,g785,+
g784,g785,+
g789,g785,+
g791,g785,+
g792,g785,+
g793,g785,+
g795,g785,+
g1113,g785,+
g1244,g785,+
g1333,g785,+
g1364,g785,+
g26,g786,+
g221,g786,+
g477,g786,+
g486,g786,+
g562,g786,+
g776,g786,+
g778,g786,+
g780,g786,+
g783,g786,+
g788,g786,+
g790,g786,+
g792,g786,+
g793,g786,+
g794,g786,+
g795,g786,+
g796,g786,+
g852,g786,+
g885,g786,+
g1078,g786,+
g1480,g786,+
g14,g787,+
g500,g787,+
g549,g787,+
g775,g787,+
g777,g787,+
g779,g787,+
g780,g787,+
g781,g787,+
g783,g787,+
g789,g787,+
g792,g787,+
g793,g787,+
g796,g787,+
g809,g787,+
g1082,g787,+
g1192,g787,+
g1229,g787,+
g1250,g787,+
g1256,g787,+
g1393,g787,+
g1484,g787,+
g117,g788,+
g152,g788,+
g169,g788,+
g225,g788,+
g484,g788,+
g538,g788,+
g783,g788,+
g784,g788,+
g786,g788,+
g789,g788,+
g790,g788,+
g793,g788,+
g795,g788,+
g866,g788,+
g1141,g788,+
g1167,g788,+
g1430,g788,+
g1492,g788,+
g30,g789,+
g115,g789,+
g146,g789,+
g168,g789,+
g355,g789,+
g391,g789,+
g441,g789,+
g654,g789,+
g663,g789,+
g779,g789,+
g782,g789,+
g785,g789,+
g787,g789,+
g788,g789,+
g790,g789,+
g792,g789,+
g793,g789,+
g797,g789,+
g798,g789,+
g799,g789,+
g803,g789,+
g1130,g789,+
g1137,g789,+
g1313,g789,+
g363,g790,+
g434,g790,+
g518,g790,+
g727,g790,+
g780,g790,+
g781,g790,+
g782,g790,+
g783,g790,+
g784,g790,+
g786,g790,+
g788,g790,+
g789,g790,+
g796,g790,+
g800,g790,+
g1000,g790,+
g1145,g790,+
g1298,g790,+
g1460,g790,+
g23,g791,+
g263,g791,+
g267,g791,+
