Gene  Rule 
g767    ( g83 or g85 or g296 or g417 or g467 or g561 or g695 or g757 or g758 or g761 or g763 or g769 or g770 or g773 or g776 or g777 or g1205 or g1304 )
g768    ( g146 or g254 or g759 or g760 or g763 or g764 or g765 or g769 or g770 or g771 or g773 or g774 or g775 or g776 or g777 or g778 or g1053 or g1321 or g1426 or g1456 )
g769    ( g189 or g229 or g268 or g325 or g408 or g440 or g483 or g669 or g680 or g762 or g763 or g767 or g768 or g770 or g775 or g776 or g777 or g915 or g960 or g1075 or g1111 or g1259 or g1351 )
g770    ( g353 or g432 or g552 or g668 or g749 or g760 or g762 or g763 or g766 or g767 or g768 or g769 or g773 or g774 or g779 or g930 or g1082 or g1201 or g1265 or g1434 )
g771    ( g140 or g264 or g337 or g497 or g591 or g643 or g651 or g762 or g766 or g768 or g773 or g776 or g777 or g779 or g780 or g781 or g897 or g914 or g996 or g1041 or g1207 or g1245 or g1366 or g1430 )
g772    ( g3 or g49 or g72 or g390 or g532 or g762 or g763 or g764 or g765 or g773 or g776 or g777 or g778 or g779 or g872 or g1088 or g1145 or g1332 or g1421 or g1427 )
g773    ( g49 or g65 or g152 or g473 or g551 or g651 or g686 or g763 or g765 or g766 or g767 or g768 or g770 or g771 or g772 or g774 or g776 or g778 or g780 or g781 or g783 or g798 or g951 or g1272 )
g774    ( g38 or g83 or g141 or g171 or g269 or g413 or g423 or g665 or g768 or g770 or g773 or g775 or g778 or g779 or g781 or g801 or g904 or g973 or g1250 or g1298 or g1405 or g1450 or g1462 )
g775    ( g567 or g610 or g765 or g768 or g769 or g774 or g778 or g779 or g780 or g781 or g784 or g785 or g787 or g943 or g1206 or g1343 or g1358 or g1483 )
g776    ( g61 or g460 or g510 or g557 or g713 or g766 or g767 or g768 or g769 or g771 or g772 or g773 or g777 or g779 or g781 or g782 or g785 or g786 or g833 or g901 )
g777    ( g449 or g526 or g733 or g767 or g768 or g769 or g771 or g772 or g776 or g780 or g781 or g782 or g784 or g785 or g787 or g1031 or g1132 or g1288 or g1382 or g1397 )
g778    ( g128 or g152 or g228 or g371 or g551 or g702 or g768 or g772 or g773 or g774 or g775 or g780 or g781 or g784 or g786 or g842 or g1040 or g1076 or g1091 or g1466 )
g779    ( g269 or g554 or g573 or g660 or g770 or g771 or g772 or g774 or g775 or g776 or g780 or g781 or g787 or g789 or g805 or g966 or g1272 or g1423 or g1488 )
g780    ( g212 or g604 or g722 or g726 or g771 or g773 or g775 or g777 or g778 or g779 or g781 or g782 or g785 or g786 or g787 or g790 or g807 or g836 or g1238 or g1326 or g1393 or g1427 )
g781    ( g85 or g128 or g273 or g334 or g633 or g667 or g771 or g773 or g774 or g775 or g776 or g777 or g778 or g779 or g780 or g787 or g790 or g791 or g805 or g897 or g1086 or g1222 or g1253 or g1496 )
g782    ( g66 or g324 or g326 or g433 or g529 or g577 or g591 or g776 or g777 or g780 or g783 or g785 or g789 or g790 or g791 or g874 or g1255 )
g783    ( g315 or g349 or g612 or g672 or g718 or g773 or g782 or g786 or g787 or g788 or g790 or g791 or g974 or g1059 )
g784    ( g142 or g148 or g149 or g245 or g295 or g526 or g736 or g775 or g777 or g778 or g785 or g788 or g790 or g791 or g873 or g965 or g1062 )
g785    ( g226 or g248 or g300 or g741 or g742 or g775 or g776 or g777 or g780 or g782 or g784 or g789 or g791 or g792 or g793 or g795 or g1113 or g1244 or g1333 or g1364 )
g786    ( g26 or g221 or g477 or g486 or g562 or g776 or g778 or g780 or g783 or g788 or g790 or g792 or g793 or g794 or g795 or g796 or g852 or g885 or g1078 or g1480 )
g787    ( g14 or g500 or g549 or g775 or g777 or g779 or g780 or g781 or g783 or g789 or g792 or g793 or g796 or g809 or g1082 or g1192 or g1229 or g1250 or g1256 or g1393 or g1484 )
g788    ( g117 or g152 or g169 or g225 or g484 or g538 or g783 or g784 or g786 or g789 or g790 or g793 or g795 or g866 or g1141 or g1167 or g1430 or g1492 )
g789    ( g30 or g115 or g146 or g168 or g355 or g391 or g441 or g654 or g663 or g779 or g782 or g785 or g787 or g788 or g790 or g792 or g793 or g797 or g798 or g799 or g803 or g1130 or g1137 or g1313 )
g790    ( g363 or g434 or g518 or g727 or g780 or g781 or g782 or g783 or g784 or g786 or g788 or g789 or g796 or g800 or g1000 or g1145 or g1298 or g1460 )
g791    ( g23 or g263 or g267 or g384 or g524 or g701 or g781 or g782 or g783 or g784 or g785 or g792 or g797 or g798 or g800 or g801 or g867 or g1103 or g1475 )
g792    ( g442 or g785 or g786 or g787 or g789 or g791 or g795 or g796 or g799 or g800 or g801 or g802 or g1307 or g1392 or g1410 )
g793    ( g6 or g152 or g583 or g691 or g785 or g786 or g787 or g788 or g789 or g794 or g797 or g798 or g803 or g852 or g949 or g1046 or g1198 or g1221 or g1226 or g1352 )
g794    ( g62 or g86 or g710 or g760 or g786 or g793 or g795 or g796 or g797 or g799 or g803 or g804 or g1007 or g1281 or g1387 )
g795    ( g203 or g403 or g785 or g786 or g788 or g792 or g794 or g796 or g799 or g800 or g803 or g805 or g927 or g1004 or g1020 or g1232 or g1322 or g1390 or g1408 )
g796    ( g139 or g293 or g417 or g456 or g473 or g499 or g572 or g786 or g787 or g790 or g792 or g794 or g795 or g799 or g800 or g802 or g806 or g807 or g889 or g900 or g1260 or g1340 )
g797    ( g36 or g270 or g280 or g307 or g324 or g403 or g653 or g789 or g791 or g793 or g794 or g799 or g801 or g802 or g805 or g877 or g886 or g888 or g920 or g1046 or g1189 or g1259 )
g798    ( g15 or g563 or g623 or g675 or g773 or g789 or g791 or g793 or g801 or g802 or g803 or g804 or g877 or g978 or g1176 or g1261 )
g799    ( g419 or g440 or g733 or g789 or g792 or g794 or g795 or g796 or g797 or g801 or g804 or g805 or g807 or g808 or g809 or g1211 or g1443 or g1453 or g1478 )
g800    ( g101 or g117 or g126 or g281 or g402 or g495 or g524 or g679 or g740 or g790 or g791 or g792 or g795 or g796 or g801 or g802 or g804 or g805 or g807 or g809 or g1142 )
g801    ( g390 or g663 or g774 or g791 or g792 or g797 or g798 or g799 or g800 or g802 or g803 or g806 or g807 or g876 or g1034 or g1039 or g1148 or g1478 )
g802    ( g41 or g334 or g602 or g792 or g796 or g797 or g798 or g800 or g801 or g803 or g804 or g805 or g806 or g807 or g811 or g812 or g1042 or g1111 or g1197 or g1269 or g1361 )
g803    ( g789 or g793 or g794 or g795 or g798 or g801 or g802 or g804 or g805 or g806 or g807 or g808 or g809 or g812 or g813 or g911 or g915 or g925 or g1162 or g1209 or g1219 )
g804    ( g77 or g187 or g195 or g299 or g551 or g794 or g798 or g799 or g800 or g802 or g803 or g806 or g807 or g808 or g810 or g812 or g813 or g814 or g945 or g1299 or g1371 or g1381 )
g805    ( g219 or g240 or g356 or g569 or g723 or g779 or g781 or g795 or g797 or g799 or g800 or g802 or g803 or g806 or g807 or g809 or g810 or g812 or g997 or g1087 or g1357 )
g806    ( g405 or g594 or g796 or g801 or g802 or g803 or g804 or g805 or g808 or g810 or g812 or g813 or g910 or g939 or g973 or g1186 or g1382 or g1398 or g1422 or g1479 )
g807    ( g20 or g357 or g387 or g401 or g780 or g796 or g799 or g800 or g801 or g802 or g803 or g804 or g805 or g810 or g812 or g813 or g816 or g1099 or g1100 or g1161 or g1207 or g1392 or g1430 )
g808    ( g18 or g182 or g187 or g244 or g564 or g644 or g744 or g799 or g803 or g804 or g806 or g809 or g811 or g812 or g814 or g816 or g818 or g823 or g894 or g939 or g1193 or g1243 or g1440 )
g809    ( g401 or g506 or g567 or g787 or g799 or g800 or g803 or g805 or g808 or g811 or g812 or g813 or g815 or g817 or g819 or g968 or g1341 or g1375 or g1398 or g1479 )
g810    ( g499 or g804 or g805 or g806 or g807 or g811 or g816 or g817 or g819 or g820 or g843 or g867 or g1119 or g1183 or g1408 or g1475 )
g811    ( g54 or g121 or g377 or g476 or g479 or g486 or g518 or g632 or g802 or g808 or g809 or g810 or g814 or g815 or g816 or g817 or g818 or g821 or g826 or g863 or g919 or g1007 or g1126 or g1139 or g1158 or g1259 or g1315 )
g812    ( g64 or g271 or g412 or g419 or g433 or g668 or g802 or g803 or g804 or g805 or g806 or g807 or g808 or g809 or g814 or g816 or g817 or g820 or g822 or g950 or g1187 or g1227 or g1300 )
g813    ( g88 or g134 or g285 or g803 or g804 or g806 or g807 or g809 or g814 or g815 or g816 or g818 or g819 or g820 or g822 or g957 or g1122 or g1305 )
g814    ( g94 or g332 or g640 or g644 or g647 or g656 or g708 or g735 or g804 or g808 or g811 or g812 or g813 or g815 or g816 or g819 or g821 or g823 or g824 or g1158 or g1293 or g1437 )
g815    ( g21 or g127 or g150 or g300 or g528 or g809 or g811 or g813 or g814 or g816 or g819 or g821 or g822 or g825 or g852 or g1147 or g1154 or g1400 )
g816    ( g36 or g106 or g132 or g807 or g808 or g810 or g811 or g812 or g813 or g814 or g815 or g817 or g819 or g820 or g821 or g825 or g880 or g991 or g1095 or g1118 or g1266 or g1344 or g1389 or g1433 )
g817    ( g62 or g131 or g238 or g305 or g703 or g809 or g810 or g811 or g812 or g816 or g819 or g820 or g821 or g824 or g827 or g962 or g1068 or g1143 or g1268 )
g818    ( g10 or g72 or g319 or g390 or g513 or g522 or g581 or g808 or g811 or g813 or g819 or g821 or g822 or g825 or g826 or g857 or g923 or g1113 or g1133 or g1373 )
g819    ( g127 or g168 or g319 or g358 or g714 or g809 or g810 or g813 or g814 or g815 or g816 or g817 or g818 or g820 or g821 or g823 or g824 or g826 or g827 or g829 or g1262 or g1379 or g1494 )
g820    ( g284 or g558 or g607 or g716 or g810 or g812 or g813 or g816 or g817 or g819 or g822 or g824 or g825 or g826 or g827 or g828 or g829 or g830 or g1181 or g1291 )
g821    ( g316 or g358 or g426 or g511 or g811 or g814 or g815 or g816 or g817 or g818 or g819 or g822 or g823 or g825 or g829 or g831 or g993 or g1154 )
g822    ( g47 or g155 or g165 or g367 or g415 or g541 or g812 or g813 or g815 or g818 or g820 or g821 or g825 or g830 or g832 or g1166 or g1234 or g1334 or g1346 )
g823    ( g95 or g420 or g424 or g525 or g577 or g630 or g747 or g808 or g814 or g819 or g821 or g824 or g830 or g831 or g832 or g849 or g942 or g1267 or g1459 or g1481 )
g824    ( g35 or g127 or g242 or g292 or g453 or g483 or g673 or g698 or g814 or g817 or g819 or g820 or g823 or g825 or g826 or g827 or g829 or g832 or g993 or g1110 or g1361 or g1411 or g1485 )
g825    ( g94 or g213 or g274 or g303 or g404 or g533 or g815 or g816 or g818 or g820 or g821 or g822 or g824 or g827 or g828 or g833 or g911 or g949 or g1412 )
g826    ( g23 or g117 or g526 or g559 or g811 or g818 or g819 or g820 or g824 or g829 or g830 or g831 or g833 or g835 or g857 or g1007 or g1127 or g1158 or g1494 )
g827    ( g237 or g403 or g478 or g817 or g819 or g820 or g824 or g825 or g828 or g829 or g830 or g832 or g833 or g835 or g836 or g837 or g907 or g994 or g1379 )
g828    ( g244 or g248 or g284 or g313 or g400 or g428 or g758 or g820 or g825 or g827 or g830 or g831 or g835 or g837 or g838 or g862 or g1373 or g1439 )
g829    ( g477 or g584 or g680 or g733 or g819 or g820 or g821 or g824 or g826 or g827 or g833 or g835 or g839 or g902 or g932 or g939 or g1023 or g1066 or g1124 or g1382 or g1453 )
g830    ( g75 or g213 or g233 or g323 or g399 or g467 or g653 or g820 or g822 or g823 or g826 or g827 or g828 or g831 or g835 or g837 or g840 or g1016 or g1171 or g1259 )
g831    ( g174 or g195 or g207 or g426 or g675 or g821 or g823 or g826 or g828 or g830 or g832 or g834 or g835 or g837 or g838 or g841 or g993 or g998 or g1008 or g1024 or g1188 )
g832    ( g71 or g384 or g645 or g696 or g758 or g822 or g823 or g824 or g827 or g831 or g836 or g837 or g838 or g840 or g841 or g902 or g1043 or g1108 or g1253 )
g833    ( g44 or g144 or g698 or g776 or g825 or g826 or g827 or g829 or g834 or g835 or g837 or g838 or g842 or g843 or g917 or g1444 )
g834    ( g43 or g137 or g244 or g759 or g831 or g833 or g835 or g837 or g838 or g842 or g843 or g844 or g919 or g983 or g1192 )
g835    ( g67 or g99 or g123 or g161 or g184 or g273 or g460 or g826 or g827 or g828 or g829 or g830 or g831 or g833 or g834 or g836 or g839 or g841 or g842 or g844 or g859 or g1085 or g1123 or g1302 )
g836    ( g164 or g165 or g230 or g485 or g611 or g622 or g780 or g827 or g832 or g835 or g840 or g841 or g842 or g843 or g844 or g845 or g846 or g945 or g1085 or g1159 or g1231 )
g837    ( g36 or g183 or g202 or g320 or g463 or g674 or g713 or g827 or g828 or g830 or g831 or g832 or g833 or g834 or g838 or g839 or g844 or g846 or g1020 or g1070 or g1143 )
g838    ( g575 or g616 or g685 or g828 or g831 or g832 or g833 or g834 or g837 or g839 or g840 or g842 or g843 or g844 or g846 or g847 or g848 or g1085 or g1307 )
g839    ( g15 or g70 or g417 or g554 or g672 or g829 or g835 or g837 or g838 or g840 or g844 or g845 or g846 or g848 or g849 or g1111 or g1498 )
g840    ( g128 or g265 or g301 or g763 or g830 or g832 or g836 or g838 or g839 or g843 or g844 or g845 or g846 or g847 or g849 or g850 or g931 or g1189 or g1193 or g1418 )
g841    ( g633 or g664 or g831 or g832 or g835 or g836 or g842 or g844 or g845 or g846 or g848 or g850 or g851 or g1095 or g1148 or g1431 )
g842    ( g24 or g125 or g130 or g206 or g224 or g340 or g378 or g391 or g737 or g778 or g833 or g834 or g835 or g836 or g838 or g841 or g844 or g848 or g851 or g852 or g1313 )
g843    ( g571 or g605 or g711 or g810 or g833 or g834 or g836 or g838 or g840 or g844 or g845 or g852 or g853 or g925 or g1020 or g1173 or g1437 )
g844    ( g25 or g152 or g381 or g437 or g486 or g834 or g835 or g836 or g837 or g838 or g839 or g840 or g841 or g842 or g843 or g847 or g848 or g849 or g851 or g853 or g854 or g1126 or g1254 or g1377 )
g845    ( g245 or g507 or g729 or g836 or g839 or g840 or g841 or g843 or g846 or g851 or g852 or g854 or g855 or g1002 or g1116 or g1150 or g1286 )
g846    ( g247 or g467 or g581 or g836 or g837 or g838 or g839 or g840 or g841 or g845 or g848 or g850 or g855 or g856 or g1377 or g1418 or g1444 )
g847    ( g144 or g255 or g414 or g442 or g471 or g688 or g838 or g840 or g844 or g852 or g853 or g854 or g856 or g857 or g897 or g1045 or g1081 or g1411 or g1500 )
g848    ( g148 or g207 or g457 or g478 or g838 or g839 or g841 or g842 or g844 or g846 or g850 or g851 or g852 or g853 or g854 or g856 or g857 or g858 or g1146 or g1254 or g1374 )
g849    ( g35 or g118 or g255 or g260 or g486 or g691 or g719 or g823 or g839 or g840 or g844 or g850 or g852 or g853 or g858 or g1156 or g1197 or g1391 )
g850    ( g68 or g205 or g462 or g657 or g696 or g840 or g841 or g846 or g848 or g849 or g853 or g854 or g858 or g860 or g931 or g1197 or g1239 or g1344 or g1424 or g1493 )
g851    ( g73 or g75 or g469 or g718 or g737 or g841 or g842 or g844 or g845 or g848 or g852 or g853 or g856 or g861 or g1033 or g1111 or g1143 or g1188 or g1329 or g1439 )
g852    ( g308 or g786 or g793 or g815 or g842 or g843 or g845 or g847 or g848 or g849 or g851 or g856 or g858 or g859 or g862 or g1106 or g1134 or g1173 or g1250 or g1313 or g1321 or g1480 )
g853    ( g88 or g406 or g485 or g562 or g608 or g638 or g745 or g843 or g844 or g847 or g848 or g849 or g850 or g851 or g857 or g858 or g859 or g860 or g869 or g903 )
g854    ( g102 or g111 or g366 or g524 or g643 or g844 or g845 or g847 or g848 or g850 or g857 or g858 or g859 or g864 or g881 or g1133 or g1275 or g1437 )
g855    ( g14 or g65 or g240 or g268 or g433 or g707 or g845 or g846 or g858 or g859 or g862 or g864 or g865 or g1045 or g1222 or g1236 or g1378 or g1500 )
g856    ( g61 or g87 or g200 or g575 or g846 or g847 or g848 or g851 or g852 or g857 or g858 or g860 or g861 or g864 or g963 or g1250 or g1458 )
g857    ( g81 or g176 or g258 or g564 or g695 or g704 or g818 or g826 or g847 or g848 or g853 or g854 or g856 or g859 or g860 or g861 or g864 or g865 or g866 or g912 or g1158 or g1248 or g1327 or g1409 )
g858    ( g169 or g197 or g213 or g360 or g620 or g848 or g849 or g850 or g852 or g853 or g854 or g855 or g856 or g859 or g860 or g861 or g864 or g866 or g867 or g1340 )
g859    ( g15 or g220 or g588 or g835 or g852 or g853 or g854 or g855 or g857 or g858 or g861 or g864 or g865 or g866 or g1026 or g1065 or g1151 )
g860    ( g95 or g223 or g447 or g673 or g684 or g716 or g850 or g853 or g856 or g857 or g858 or g861 or g863 or g865 or g866 or g867 or g868 or g870 or g1171 or g1226 or g1403 )
g861    ( g30 or g82 or g126 or g208 or g280 or g341 or g351 or g851 or g856 or g857 or g858 or g859 or g860 or g863 or g866 or g869 or g899 or g914 or g950 or g970 or g1311 or g1477 )
g862    ( g245 or g408 or g414 or g528 or g828 or g852 or g855 or g866 or g868 or g869 or g870 or g871 or g872 or g894 or g1100 or g1138 or g1188 or g1200 or g1496 )
g863    ( g8 or g49 or g158 or g330 or g492 or g679 or g811 or g860 or g861 or g865 or g867 or g868 or g870 or g989 or g1086 or g1153 or g1223 )
g864    ( g221 or g327 or g414 or g470 or g534 or g854 or g855 or g856 or g857 or g858 or g859 or g867 or g868 or g869 or g870 or g871 or g872 or g874 or g898 or g1252 )
g865    ( g109 or g246 or g717 or g743 or g855 or g857 or g859 or g860 or g863 or g867 or g869 or g870 or g873 or g875 or g886 or g1043 )
g866    ( g207 or g238 or g262 or g284 or g299 or g398 or g413 or g560 or g622 or g634 or g788 or g857 or g858 or g859 or g860 or g861 or g862 or g868 or g869 or g872 or g873 or g875 or g951 or g1013 or g1174 )
g867    ( g265 or g281 or g329 or g407 or g651 or g791 or g810 or g858 or g860 or g863 or g864 or g865 or g868 or g869 or g873 or g877 or g1203 or g1210 or g1434 or g1465 or g1495 )
g868    ( g96 or g252 or g266 or g519 or g577 or g860 or g862 or g863 or g864 or g866 or g867 or g869 or g872 or g873 or g874 or g875 or g877 or g878 or g931 or g958 or g964 or g1032 or g1193 )
g869    ( g55 or g83 or g121 or g170 or g194 or g325 or g363 or g394 or g853 or g861 or g862 or g864 or g865 or g866 or g867 or g868 or g872 or g875 or g876 or g877 or g880 or g983 or g989 or g1158 or g1196 or g1295 or g1341 or g1419 )
g870    ( g317 or g336 or g410 or g608 or g685 or g727 or g860 or g862 or g863 or g864 or g865 or g872 or g874 or g876 or g878 or g880 or g1175 )
g871    ( g253 or g741 or g862 or g864 or g873 or g874 or g875 or g876 or g877 or g879 or g880 or g996 or g1392 or g1402 or g1464 )
g872    ( g7 or g202 or g217 or g335 or g630 or g765 or g772 or g862 or g864 or g866 or g868 or g869 or g870 or g877 or g879 or g880 or g882 or g1008 or g1070 or g1164 or g1186 or g1197 or g1301 or g1391 )
g873    ( g79 or g324 or g357 or g371 or g498 or g607 or g784 or g865 or g866 or g867 or g868 or g871 or g875 or g877 or g881 or g882 or g975 or g1173 or g1237 or g1320 or g1402 )
g874    ( g555 or g747 or g782 or g864 or g868 or g870 or g871 or g877 or g881 or g911 or g973 or g1047 or g1107 or g1123 or g1140 or g1464 )
g875    ( g34 or g79 or g88 or g276 or g382 or g400 or g720 or g732 or g865 or g866 or g868 or g869 or g871 or g873 or g880 or g883 or g884 or g892 or g1018 or g1306 or g1396 )
g876    ( g71 or g280 or g625 or g801 or g869 or g870 or g871 or g877 or g879 or g881 or g882 or g883 or g886 or g1098 or g1110 or g1269 )
g877    ( g73 or g181 or g201 or g403 or g555 or g602 or g625 or g797 or g798 or g867 or g868 or g869 or g871 or g872 or g873 or g874 or g876 or g880 or g881 or g882 or g883 or g1005 or g1006 or g1057 or g1267 or g1338 )
g878    ( g187 or g278 or g397 or g535 or g591 or g616 or g628 or g732 or g868 or g870 or g881 or g883 or g884 or g885 or g948 or g1033 or g1062 or g1063 or g1305 or g1320 )
g879    ( g10 or g359 or g479 or g626 or g702 or g871 or g872 or g876 or g882 or g883 or g885 or g888 or g931 or g965 or g996 or g1227 or g1228 or g1315 or g1343 )
g880    ( g400 or g472 or g683 or g816 or g869 or g870 or g871 or g872 or g875 or g877 or g881 or g887 or g888 or g889 or g890 or g1024 or g1086 or g1149 or g1255 )
g881    ( g84 or g395 or g446 or g456 or g459 or g678 or g854 or g873 or g874 or g876 or g877 or g878 or g880 or g883 or g886 or g887 or g890 or g1169 or g1174 or g1220 or g1267 or g1411 )
g882    ( g6 or g115 or g315 or g326 or g463 or g508 or g568 or g612 or g654 or g695 or g872 or g873 or g876 or g877 or g879 or g884 or g885 or g888 or g889 or g890 or g892 or g966 or g972 or g996 or g1415 )
g883    ( g875 or g876 or g877 or g878 or g879 or g881 or g885 or g887 or g888 or g889 or g891 or g892 or g893 or g1014 or g1132 or g1207 or g1397 or g1457 )
g884    ( g7 or g66 or g326 or g592 or g608 or g666 or g679 or g875 or g878 or g882 or g888 or g889 or g891 or g893 or g894 or g911 or g1118 or g1152 )
g885    ( g130 or g255 or g453 or g645 or g659 or g786 or g878 or g879 or g882 or g883 or g887 or g888 or g891 or g893 or g894 or g1386 )
g886    ( g368 or g617 or g671 or g797 or g865 or g876 or g881 or g887 or g888 or g890 or g891 or g894 or g895 or g896 or g940 or g1153 or g1358 )
g887    ( g58 or g143 or g156 or g351 or g880 or g881 or g883 or g885 or g886 or g888 or g889 or g893 or g895 or g1111 or g1141 or g1181 or g1245 or g1307 or g1381 or g1385 )
g888    ( g307 or g390 or g670 or g705 or g797 or g879 or g880 or g882 or g883 or g884 or g885 or g886 or g887 or g889 or g892 or g893 or g894 or g896 or g897 or g1311 or g1387 )
g889    ( g170 or g199 or g369 or g402 or g505 or g727 or g744 or g796 or g880 or g882 or g883 or g884 or g887 or g888 or g890 or g891 or g894 or g897 or g898 or g1421 )
g890    ( g20 or g69 or g397 or g453 or g499 or g548 or g880 or g881 or g882 or g886 or g889 or g891 or g892 or g893 or g895 or g896 or g899 or g1026 or g1072 )
g891    ( g109 or g306 or g505 or g520 or g526 or g693 or g883 or g884 or g885 or g886 or g889 or g890 or g892 or g893 or g897 or g899 or g901 or g1170 or g1334 or g1365 or g1460 or g1495 )
g892    ( g215 or g368 or g615 or g650 or g875 or g882 or g883 or g888 or g890 or g891 or g893 or g895 or g896 or g897 or g898 or g900 or g901 or g995 or g1105 or g1106 or g1391 or g1393 or g1449 )
g893    ( g74 or g258 or g426 or g431 or g447 or g512 or g693 or g883 or g884 or g885 or g887 or g888 or g890 or g891 or g892 or g896 or g897 or g901 or g902 or g903 or g908 or g951 or g963 or g1054 or g1139 )
g894    ( g56 or g278 or g328 or g600 or g735 or g808 or g862 or g884 or g885 or g886 or g888 or g889 or g897 or g898 or g899 or g900 or g902 or g904 or g925 or g1193 )
g895    ( g668 or g682 or g886 or g887 or g890 or g892 or g896 or g897 or g898 or g899 or g900 or g901 or g903 or g904 or g905 or g960 or g1042 or g1320 or g1395 )
g896    ( g40 or g247 or g401 or g641 or g743 or g759 or g886 or g888 or g890 or g892 or g893 or g895 or g897 or g899 or g900 or g902 or g904 or g1016 or g1037 or g1065 or g1098 or g1104 )
g897    ( g103 or g308 or g389 or g756 or g771 or g781 or g847 or g888 or g889 or g891 or g892 or g893 or g894 or g895 or g896 or g898 or g905 or g907 or g987 or g1148 or g1230 or g1316 or g1331 or g1356 or g1360 )
g898    ( g100 or g565 or g669 or g864 or g889 or g892 or g894 or g895 or g897 or g899 or g902 or g903 or g905 or g906 or g908 or g921 or g992 or g1138 or g1265 )
g899    ( g27 or g50 or g64 or g215 or g261 or g317 or g519 or g538 or g581 or g603 or g641 or g725 or g861 or g890 or g891 or g894 or g895 or g896 or g898 or g900 or g905 or g906 or g909 or g1304 or g1360 )
g900    ( g38 or g53 or g168 or g305 or g368 or g439 or g581 or g619 or g752 or g796 or g892 or g894 or g895 or g896 or g899 or g905 or g907 or g1079 or g1194 or g1203 or g1272 or g1353 )
g901    ( g50 or g139 or g398 or g406 or g521 or g544 or g776 or g891 or g892 or g893 or g895 or g902 or g904 or g907 or g909 or g910 or g1159 or g1463 or g1474 )
g902    ( g74 or g580 or g718 or g739 or g829 or g832 or g893 or g894 or g896 or g898 or g901 or g904 or g905 or g906 or g910 or g1010 or g1283 or g1368 )
g903    ( g127 or g378 or g479 or g642 or g682 or g695 or g723 or g730 or g853 or g893 or g895 or g898 or g904 or g907 or g908 or g910 or g913 or g1067 or g1177 or g1498 )
g904    ( g36 or g774 or g894 or g895 or g896 or g901 or g902 or g903 or g907 or g909 or g911 or g912 or g914 or g930 or g945 or g954 or g1219 or g1351 or g1454 )
g905    ( g424 or g438 or g515 or g523 or g542 or g650 or g895 or g897 or g898 or g899 or g900 or g902 or g906 or g908 or g910 or g911 or g913 or g939 or g972 or g1057 or g1119 )
g906    ( g91 or g139 or g282 or g450 or g468 or g476 or g597 or g623 or g898 or g899 or g902 or g905 or g907 or g911 or g914 or g1048 or g1133 or g1196 or g1255 or g1379 or g1445 )
g907    ( g84 or g123 or g157 or g225 or g506 or g636 or g738 or g766 or g827 or g897 or g900 or g901 or g903 or g904 or g906 or g909 or g910 or g912 or g913 or g914 or g1210 or g1378 )
g908    ( g264 or g488 or g553 or g689 or g719 or g893 or g898 or g903 or g905 or g909 or g912 or g915 or g917 or g926 or g957 or g1104 or g1445 )
g909    ( g35 or g144 or g450 or g702 or g899 or g901 or g904 or g907 or g908 or g910 or g918 or g919 or g934 or g937 or g1098 or g1135 or g1457 )
g910    ( g277 or g439 or g494 or g671 or g806 or g901 or g902 or g903 or g905 or g907 or g909 or g911 or g912 or g913 or g915 or g918 or g920 or g999 or g1000 or g1190 or g1406 or g1417 )
g911    ( g167 or g195 or g218 or g367 or g564 or g613 or g697 or g803 or g825 or g874 or g884 or g904 or g905 or g906 or g910 or g913 or g914 or g1441 or g1445 )
g912    ( g176 or g311 or g345 or g538 or g547 or g734 or g766 or g857 or g904 or g907 or g908 or g910 or g916 or g918 or g920 or g922 or g929 or g1144 or g1161 or g1369 )
g913    ( g109 or g254 or g374 or g585 or g753 or g903 or g905 or g907 or g910 or g911 or g917 or g920 or g921 or g1266 or g1296 or g1316 or g1447 or g1455 )
g914    ( g156 or g206 or g535 or g692 or g715 or g771 or g861 or g904 or g906 or g907 or g911 or g918 or g919 or g922 or g924 or g1119 or g1125 or g1276 or g1414 )
g915    ( g56 or g339 or g422 or g659 or g697 or g769 or g803 or g908 or g910 or g917 or g920 or g921 or g922 or g1111 or g1236 or g1307 or g1418 or g1472 )
g916    ( g112 or g180 or g402 or g474 or g753 or g912 or g918 or g919 or g920 or g921 or g923 or g924 or g925 or g1005 or g1074 or g1105 or g1176 or g1290 or g1301 or g1307 or g1395 or g1458 )
g917    ( g196 or g378 or g444 or g577 or g833 or g908 or g913 or g915 or g920 or g921 or g922 or g923 or g924 or g925 or g926 or g927 or g931 or g962 or g988 or g1077 or g1349 or g1382 or g1491 )
g918    ( g247 or g467 or g524 or g909 or g910 or g912 or g914 or g916 or g919 or g921 or g923 or g924 or g925 or g926 or g927 or g928 )
g919    ( g131 or g180 or g453 or g573 or g580 or g593 or g811 or g834 or g909 or g914 or g916 or g918 or g920 or g926 or g927 or g929 or g1007 or g1033 or g1121 or g1302 or g1443 )
g920    ( g319 or g356 or g572 or g797 or g910 or g912 or g913 or g915 or g916 or g917 or g919 or g922 or g924 or g925 or g928 or g930 or g939 or g1007 or g1232 or g1274 )
g921    ( g5 or g96 or g318 or g569 or g740 or g898 or g913 or g915 or g916 or g917 or g918 or g922 or g923 or g924 or g925 or g929 or g930 or g1048 or g1199 or g1421 or g1473 )
g922    ( g64 or g183 or g411 or g491 or g558 or g680 or g912 or g914 or g915 or g917 or g920 or g921 or g924 or g925 or g926 or g928 or g929 or g930 or g932 or g1217 or g1409 )
