Gene  Rule 
g762    ( g111 or g260 or g405 or g533 or g564 or g633 or g724 or g817 or g839 or g888 or g946 or g975 or g1141 or g1225 or g1234 or g1391 )
g763    ( g8 or g513 or g526 or g606 or g607 or g679 or g1031 or g1070 or g1136 or g1315 or g1351 or g1388 )
g764    ( g54 or g444 or g509 or g580 or g681 or g930 or g1177 or g1237 or g1494 )
g765    ( g53 or g97 or g289 or g499 or g521 or g528 or g747 or g748 or g749 or g876 or g892 or g911 or g974 or g1074 or g1086 or g1135 or g1149 or g1354 or g1398 or g1414 or g1438 )
g766    ( g320 or g509 or g616 or g638 or g671 or g692 or g753 or g764 or g880 or g960 or g1096 or g1109 or g1142 or g1177 or g1207 or g1321 or g1403 or g1410 or g1478 )
g767    ( g73 or g139 or g180 or g272 or g397 or g432 or g749 or g887 or g888 or g901 or g949 or g1215 or g1240 or g1318 or g1449 )
g768    ( g26 or g250 or g288 or g324 or g436 or g596 or g805 or g1003 or g1105 or g1313 or g1438 or g1466 or g1488 )
g769    ( g51 or g162 or g339 or g642 or g701 or g860 or g911 or g928 or g1095 or g1158 or g1345 or g1419 or g1440 or g1445 or g1454 or g1466 )
g770    ( g16 or g18 or g36 or g49 or g252 or g273 or g594 or g614 or g679 or g688 or g901 or g1201 or g1259 or g1316 or g1345 or g1350 or g1391 or g1449 )
g771    ( g208 or g226 or g246 or g324 or g337 or g580 or g603 or g815 or g844 or g906 or g968 or g1169 or g1228 or g1239 or g1302 or g1414 )
g772    ( g56 or g166 or g345 or g365 or g390 or g446 or g457 or g535 or g554 or g578 or g686 or g710 or g992 or g1096 or g1202 or g1302 or g1314 or g1419 )
g773    ( g46 or g103 or g242 or g362 or g502 or g528 or g884 or g888 or g946 or g1097 or g1104 or g1165 or g1289 or g1302 or g1306 or g1375 or g1398 )
g774    ( g116 or g260 or g306 or g337 or g408 or g508 or g635 or g651 or g658 or g701 or g707 or g753 or g975 or g1027 or g1055 or g1062 or g1098 or g1104 or g1108 or g1155 or g1420 )
g775    ( g37 or g42 or g157 or g173 or g193 or g197 or g242 or g338 or g345 or g474 or g614 or g674 or g725 or g867 or g1031 or g1072 or g1075 or g1375 or g1380 or g1486 )
g776    ( g3 or g16 or g168 or g238 or g292 or g763 or g774 or g1151 or g1498 )
g777    ( g37 or g134 or g278 or g327 or g377 or g528 or g671 or g699 or g845 or g1135 or g1144 or g1267 or g1361 )
g778    ( g508 or g729 or g853 or g992 or g1045 or g1069 or g1215 or g1326 )
g779    ( g34 or g42 or g44 or g71 or g201 or g320 or g366 or g809 or g856 or g1048 or g1050 or g1051 or g1080 or g1181 or g1304 or g1414 )
g780    ( g16 or g138 or g203 or g208 or g420 or g608 or g618 or g621 or g635 or g1136 or g1437 or g1485 )
g781    ( g193 or g194 or g387 or g424 or g578 or g652 or g763 or g857 or g1070 or g1216 or g1235 or g1358 or g1454 )
g782    ( g41 or g164 or g240 or g288 or g473 or g767 or g898 or g1102 or g1157 or g1309 or g1325 or g1341 or g1347 or g1375 or g1410 or g1467 )
g783    ( g21 or g174 or g175 or g328 or g431 or g433 or g584 or g645 or g687 or g945 or g992 or g1109 or g1176 or g1341 or g1379 or g1380 or g1383 or g1498 )
g784    ( g4 or g157 or g176 or g178 or g376 or g399 or g673 or g686 or g708 )
g785    ( g5 or g60 or g134 or g138 or g297 or g431 or g845 or g879 or g906 or g925 or g1018 or g1065 or g1191 or g1375 or g1498 )
g786    ( g541 or g544 or g607 or g626 or g629 or g830 or g916 or g1096 or g1336 or g1454 or g1483 )
g787    ( g37 or g50 or g124 or g292 or g438 or g562 or g589 or g686 or g815 or g839 or g844 or g853 or g930 or g941 or g1048 or g1051 or g1190 or g1213 or g1235 or g1305 or g1331 )
g788    ( g111 or g420 or g472 or g579 or g686 or g687 or g705 or g744 or g881 or g1031 or g1144 or g1208 or g1318 or g1354 or g1414 or g1430 or g1449 or g1456 )
g789    ( g20 or g197 or g383 or g419 or g1105 or g1117 or g1246 or g1296 or g1319 or g1356 or g1387 or g1388 or g1403 or g1406 or g1469 )
g790    ( g54 or g90 or g420 or g428 or g457 or g521 or g624 or g639 or g686 or g712 or g724 or g890 or g1141 or g1305 or g1331 or g1403 or g1437 or g1486 or g1491 )
g791    ( g112 or g160 or g201 or g242 or g514 or g588 or g753 or g870 or g896 or g1005 or g1084 or g1198 or g1201 or g1341 or g1403 or g1421 or g1494 )
g792    ( g4 or g167 or g444 or g521 or g596 or g626 or g1096 or g1196 or g1199 or g1217 or g1229 or g1274 or g1302 or g1329 or g1416 or g1462 or g1476 )
g793    ( g42 or g118 or g472 or g702 or g708 or g805 or g971 or g997 or g1099 or g1190 or g1280 or g1350 or g1467 or g1491 )
g794    ( g46 or g55 or g68 or g213 or g223 or g278 or g334 or g459 or g725 or g781 or g1123 or g1126 or g1224 or g1240 or g1310 )
g795    ( g37 or g66 or g262 or g396 or g465 or g548 or g784 or g916 or g935 or g1055 or g1065 or g1163 or g1276 or g1318 or g1413 or g1418 or g1498 )
g796    ( g242 or g252 or g302 or g365 or g474 or g559 or g616 or g641 or g767 or g853 or g1180 or g1190 or g1202 or g1350 or g1418 )
g797    ( g349 or g377 or g401 or g638 or g753 or g754 or g771 or g872 or g928 or g1050 or g1099 or g1136 or g1160 or g1321 or g1348 or g1459 )
g798    ( g55 or g201 or g289 or g298 or g322 or g561 or g624 or g712 or g1284 or g1350 or g1391 )
g799    ( g290 or g334 or g635 or g1039 or g1111 or g1316 )
g800    ( g321 or g468 or g510 or g763 or g844 or g887 or g911 or g919 or g944 or g1313 or g1349 or g1460 or g1469 )
g801    ( g9 or g20 or g35 or g278 or g290 or g439 or g465 or g502 or g514 or g524 or g639 or g658 or g660 or g793 or g855 or g863 or g968 or g997 or g1073 or g1176 or g1177 or g1180 or g1267 or g1280 or g1282 or g1356 )
g802    ( g42 or g93 or g193 or g254 or g310 or g376 or g463 or g473 or g524 or g678 or g767 or g838 or g884 or g902 or g915 or g951 or g1302 or g1329 or g1358 or g1421 or g1437 or g1462 )
g803    ( g22 or g235 or g282 or g345 or g461 or g711 or g753 or g824 or g941 or g944 or g1092 or g1207 or g1274 or g1318 or g1391 or g1449 )
g804    ( g345 or g501 or g521 or g556 or g845 or g888 or g1005 or g1085 or g1123 or g1228 or g1259 )
g805    ( g58 or g138 or g710 or g742 or g762 or g764 or g906 or g1014 or g1027 or g1259 or g1300 or g1404 or g1413 or g1498 )
g806    ( g31 or g192 or g533 or g534 or g660 or g900 or g901 or g908 or g1135 or g1341 or g1363 or g1398 or g1400 )
g807    ( g41 or g56 or g153 or g345 or g458 or g693 or g716 or g919 or g1010 or g1213 or g1351 or g1363 or g1437 or g1478 )
g808    ( g168 or g261 or g322 or g426 or g448 or g798 or g863 or g885 or g1010 or g1321 or g1370 or g1454 or g1478 )
g809    ( g55 or g383 or g428 or g830 or g836 or g868 or g1090 or g1121 or g1168 or g1235 or g1348 or g1351 or g1364 or g1437 )
g810    ( g75 or g171 or g262 or g427 or g681 or g702 or g798 or g844 or g1246 or g1369 or g1449 or g1488 or g1491 or g1494 )
g811    ( g112 or g238 or g289 or g470 or g521 or g573 or g584 or g637 or g710 or g734 or g783 or g863 or g1136 or g1181 or g1321 or g1422 or g1428 )
g812    ( g118 or g278 or g504 or g879 or g1038 or g1042 or g1050 or g1117 or g1229 or g1385 or g1476 )
g813    ( g168 or g184 or g385 or g473 or g527 or g650 or g713 or g815 or g880 or g900 or g971 or g1031 or g1065 or g1343 or g1354 or g1462 )
g814    ( g111 or g201 or g428 or g872 or g1050 or g1284 )
g815    ( g66 or g414 or g526 or g578 or g697 or g729 or g776 or g946 or g991 or g1029 or g1062 or g1123 or g1267 or g1428 )
g816    ( g203 or g297 or g457 or g588 or g807 or g935 or g1061 or g1485 or g1498 )
g817    ( g19 or g32 or g37 or g306 or g427 or g633 or g965 or g972 or g1085 or g1102 or g1160 or g1193 or g1217 or g1311 or g1406 or g1462 )
g818    ( g19 or g525 or g625 or g718 or g740 or g879 or g998 or g1070 or g1093 or g1136 or g1169 or g1191 or g1336 or g1349 or g1413 )
g819    ( g327 or g455 or g608 or g650 or g731 or g763 or g787 or g830 or g857 or g1005 or g1059 or g1070 or g1236 or g1300 or g1347 or g1370 or g1421 )
g820    ( g260 or g396 or g408 or g541 or g1051 or g1080 or g1108 or g1121 or g1205 or g1460 )
g821    ( g39 or g74 or g181 or g203 or g428 or g545 or g562 or g634 or g711 or g788 or g876 or g1217 or g1304 or g1420 )
g822    ( g45 or g61 or g117 or g176 or g261 or g396 or g608 or g624 or g1061 or g1093 or g1152 or g1246 or g1348 or g1485 )
g823    ( g26 or g160 or g218 or g278 or g405 or g554 or g751 or g752 or g797 or g903 or g949 or g1095 or g1191 or g1193 or g1416 or g1421 or g1437 )
g824    ( g26 or g139 or g189 or g219 or g595 or g608 or g629 or g718 or g779 or g876 or g1073 or g1104 or g1237 or g1263 or g1265 or g1315 or g1404 )
g825    ( g101 or g127 or g252 or g293 or g487 or g629 or g724 or g779 or g887 or g1099 or g1119 or g1199 or g1222 or g1254 or g1329 or g1354 or g1406 )
g826    ( g5 or g37 or g260 or g391 or g474 or g773 or g781 or g825 or g915 or g1180 )
g827    ( g5 or g339 or g374 or g379 or g390 or g592 or g633 or g749 or g1031 or g1092 or g1144 or g1244 or g1259 )
g828    ( g22 or g26 or g53 or g487 or g502 or g533 or g713 or g876 or g1010 or g1030 or g1102 or g1183 or g1213 or g1396 or g1428 )
g829    ( g135 or g221 or g419 or g420 or g526 or g635 or g639 or g658 or g747 or g788 or g890 or g1165 or g1213 or g1298 or g1421 or g1486 )
g830    ( g46 or g254 or g334 or g377 or g564 or g909 or g974 or g1020 or g1163 or g1246 or g1358 or g1369 )
g831    ( g8 or g68 or g115 or g188 or g262 or g337 or g615 or g868 or g901 or g934 or g945 or g1048 or g1183 or g1265 or g1282 or g1305 or g1319 or g1389 or g1462 or g1485 )
g832    ( g19 or g34 or g54 or g58 or g252 or g268 or g398 or g559 or g594 or g621 or g656 or g744 or g817 or g839 or g856 or g902 or g1336 or g1413 or g1432 )
g833    ( g49 or g96 or g150 or g232 or g241 or g288 or g310 or g500 or g528 or g562 or g603 or g635 or g811 or g1085 or g1090 or g1207 or g1300 or g1318 or g1319 )
g834    ( g143 or g162 or g257 or g321 or g345 or g376 or g383 or g595 or g634 or g645 or g770 or g1273 or g1302 or g1312 or g1329 or g1370 )
g835    ( g458 or g505 or g513 or g578 or g588 or g626 or g694 or g705 or g732 or g867 or g1045 or g1148 or g1191 or g1246 or g1274 or g1305 )
g836    ( g103 or g160 or g439 or g447 or g524 or g608 or g666 or g711 or g732 or g793 or g927 or g1027 or g1337 or g1410 or g1445 )
g837    ( g160 or g170 or g226 or g317 or g338 or g373 or g374 or g568 or g901 or g1039 or g1105 or g1137 or g1176 or g1337 or g1375 or g1438 or g1498 )
g838    ( g99 or g118 or g251 or g290 or g514 or g580 or g686 or g740 or g816 or g890 or g941 or g1075 or g1156 or g1186 or g1488 or g1491 )
g839    ( g82 or g253 or g302 or g487 or g494 or g520 or g850 or g992 or g1216 or g1217 )
g840    ( g3 or g16 or g114 or g127 or g171 or g296 or g310 or g338 or g401 or g433 or g459 or g532 or g694 or g807 or g974 or g991 or g1045 or g1135 or g1256 or g1336 or g1350 )
g841    ( g51 or g177 or g180 or g194 or g633 or g656 or g687 or g792 or g804 or g824 or g952 or g1050 or g1234 or g1430 )
g842    ( g74 or g193 or g288 or g314 or g419 or g424 or g431 or g594 or g695 or g781 or g820 or g844 or g892 or g1135 or g1348 or g1452 )
g843    ( g184 or g208 or g361 or g400 or g448 or g461 or g594 or g750 or g917 or g945 or g949 or g1020 or g1038 or g1486 )
g844    ( g13 or g103 or g272 or g298 or g412 or g512 or g548 or g824 or g1001 or g1348 or g1383 )
g845    ( g210 or g256 or g297 or g448 or g493 or g742 or g747 or g1001 or g1005 )
g846    ( g89 or g124 or g261 or g345 or g374 or g658 or g699 or g816 or g856 or g879 or g880 or g1167 or g1422 or g1423 or g1494 )
g847    ( g167 or g262 or g302 or g482 or g638 or g867 or g892 or g935 or g991 or g1055 or g1096 or g1420 )
g848    ( g34 or g90 or g272 or g318 or g321 or g414 or g415 or g473 or g494 or g679 or g816 or g841 or g1165 or g1196 or g1289 or g1383 )
g849    ( g19 or g470 or g605 or g679 or g817 or g898 or g941 or g1044 or g1175 or g1311 )
g850    ( g465 or g584 or g781 or g860 or g888 or g903 or g1347 or g1350 or g1379 or g1428 )
g851    ( g37 or g135 or g174 or g192 or g226 or g238 or g377 or g534 or g1111 or g1121 or g1142 or g1181 or g1188 or g1311 or g1494 )
g852    ( g45 or g97 or g240 or g413 or g1093 or g1097 or g1421 or g1438 or g1450 )
g853    ( g16 or g143 or g242 or g250 or g414 or g672 or g673 or g725 or g887 or g928 or g986 or g1190 or g1191 or g1229 or g1253 or g1345 or g1400 )
g854    ( g13 or g45 or g226 or g328 or g426 or g447 or g459 or g461 or g798 or g853 or g925 or g1152 or g1165 or g1208 or g1459 )
g855    ( g16 or g20 or g103 or g408 or g463 or g686 or g1013 or g1069 or g1073 or g1105 or g1413 )
g856    ( g25 or g116 or g130 or g317 or g906 or g1035 or g1050 or g1072 or g1104 or g1117 or g1156 or g1240 or g1315 or g1321 or g1445 or g1451 or g1494 )
g857    ( g170 or g544 or g742 or g759 or g763 or g843 or g949 or g961 or g1042 or g1085 or g1191 or g1222 or g1430 )
g858    ( g250 or g252 or g288 or g302 or g502 or g784 or g804 or g834 or g1035 or g1274 or g1438 or g1451 )
g859    ( g55 or g70 or g124 or g127 or g176 or g235 or g365 or g378 or g545 or g666 or g698 or g752 or g917 or g960 or g1069 or g1099 or g1141 or g1196 or g1343 or g1478 or g1488 )
g860    ( g53 or g139 or g280 or g391 or g470 or g779 or g838 or g855 or g1086 or g1167 or g1246 or g1410 or g1422 or g1432 or g1433 )
g861    ( g189 or g260 or g464 or g608 or g673 or g702 or g945 or g1072 or g1123 or g1136 or g1263 or g1343 or g1396 or g1419 )
g862    ( g181 or g387 or g620 or g705 or g790 or g817 or g925 or g968 or g1039 or g1155 or g1393 or g1438 or g1476 )
g863    ( g45 or g71 or g93 or g293 or g419 or g592 or g608 or g724 or g783 or g830 or g845 or g1042 or g1050 or g1142 )
g864    ( g254 or g426 or g471 or g472 or g512 or g612 or g700 or g701 or g793 or g888 or g893 or g928 or g961 or g1256 or g1265 or g1369 or g1469 )
g865    ( g37 or g49 or g68 or g400 or g513 or g645 or g817 or g843 or g853 or g1229 or g1250 or g1304 or g1450 )
g866    ( g431 or g840 or g887 or g928 or g941 or g976 )
g867    ( g338 or g595 or g650 or g732 or g892 or g1038 or g1141 or g1207 or g1235 or g1254 or g1469 or g1486 )
g868    ( g19 or g25 or g189 or g420 or g616 or g620 or g811 or g834 or g992 or g1120 or g1168 or g1398 or g1422 )
g869    ( g103 or g198 or g414 or g674 or g760 or g997 or g1014 or g1042 or g1048 or g1160 or g1167 or g1237 or g1358 )
g870    ( g17 or g173 or g317 or g463 or g750 or g868 or g890 or g1084 or g1116 or g1175 or g1228 or g1259 or g1304 or g1320 or g1404 or g1416 or g1421 or g1486 or g1488 )
g871    ( g32 or g396 or g467 or g625 or g856 or g923 or g1014 or g1070 or g1201 or g1234 or g1265 or g1485 )
g872    ( g60 or g201 or g376 or g732 or g902 or g1320 or g1326 or g1345 )
g873    ( g36 or g502 or g674 or g750 or g776 or g817 or g900 or g1001 or g1018 or g1070 or g1438 )
g874    ( g20 or g167 or g510 or g520 or g594 or g664 or g761 or g863 or g934 or g949 or g958 or g1030 or g1199 or g1202 or g1234 or g1282 or g1341 or g1434 or g1491 )
g875    ( g14 or g22 or g25 or g46 or g145 or g180 or g189 or g210 or g467 or g589 or g857 or g888 or g1006 or g1042 or g1151 or g1163 or g1369 )
g876    ( g112 or g123 or g208 or g276 or g387 or g439 or g467 or g528 or g652 or g740 or g831 or g935 or g958 or g972 or g992 or g1042 or g1102 or g1313 or g1341 or g1380 or g1445 )
g877    ( g66 or g240 or g262 or g391 or g464 or g475 or g868 or g898 or g909 or g1293 or g1316 or g1351 or g1419 or g1460 )
g878    ( g39 or g41 or g166 or g167 or g290 or g297 or g328 or g563 or g674 or g850 or g971 or g1039 or g1132 or g1155 or g1421 or g1483 )
g879    ( g34 or g44 or g536 or g608 or g651 or g702 or g839 or g881 or g1092 or g1380 )
g880    ( g68 or g127 or g178 or g250 or g375 or g612 or g674 or g732 or g839 or g1016 or g1051 or g1167 or g1198 or g1312 or g1343 or g1363 or g1391 or g1485 )
g881    ( g310 or g482 or g555 or g612 or g762 or g830 or g885 or g898 or g1069 or g1350 or g1466 )
g882    ( g213 or g452 or g578 or g679 or g747 or g1347 )
g883    ( g25 or g31 or g334 or g448 or g514 or g699 or g986 or g1135 or g1250 or g1296 or g1370 or g1459 or g1489 )
g884    ( g56 or g60 or g150 or g157 or g232 or g252 or g273 or g362 or g375 or g445 or g473 or g532 or g563 or g588 or g592 or g722 or g758 or g1055 or g1096 or g1167 )
g885    ( g45 or g66 or g268 or g299 or g452 or g482 or g707 or g751 or g815 or g967 or g1044 or g1090 or g1282 or g1319 or g1445 or g1494 )
g886    ( g8 or g370 or g501 or g509 or g514 or g561 or g792 or g958 or g1111 or g1169 or g1198 or g1284 or g1316 )
g887    ( g135 or g365 or g639 or g701 or g764 or g879 or g892 or g1176 or g1207 or g1246 or g1348 or g1409 or g1483 or g1486 )
g888    ( g82 or g164 or g173 or g254 or g273 or g424 or g494 or g562 or g857 or g923 or g1055 or g1109 or g1116 or g1177 or g1233 or g1236 or g1325 or g1350 or g1389 or g1483 )
g889    ( g138 or g431 or g530 or g633 or g692 or g872 or g880 or g1013 or g1111 or g1228 or g1229 or g1337 )
g890    ( g46 or g59 or g68 or g192 or g223 or g251 or g427 or g444 or g580 or g637 or g887 or g991 or g1074 or g1280 or g1414 or g1422 or g1456 or g1485 )
g891    ( g139 or g415 or g564 or g580 or g615 or g639 or g986 or g1065 or g1097 or g1105 or g1109 or g1157 or g1168 or g1240 or g1315 )
g892    ( g32 or g42 or g143 or g180 or g314 or g345 or g366 or g424 or g444 or g501 or g672 or g679 or g849 or g923 or g1013 or g1157 or g1199 or g1215 or g1216 or g1253 or g1433 or g1437 )
g893    ( g25 or g70 or g201 or g260 or g276 or g385 or g415 or g520 or g521 or g629 or g817 or g1090 or g1111 or g1135 or g1191 or g1341 or g1423 )
g894    ( g44 or g272 or g292 or g431 or g514 or g603 or g699 or g774 or g779 or g1014 or g1038 or g1121 or g1144 or g1215 or g1224 or g1229 or g1319 or g1403 or g1421 )
g895    ( g117 or g177 or g302 or g383 or g494 or g633 or g698 or g710 or g860 or g884 or g1065 or g1086 or g1421 )
g896    ( g71 or g328 or g374 or g629 or g666 or g916 or g925 or g930 or g1038 or g1045 or g1183 or g1310 or g1315 or g1329 or g1380 or g1422 )
g897    ( g32 or g56 or g198 or g422 or g513 or g658 or g722 or g817 or g951 or g975 or g1073 or g1109 or g1163 or g1188 or g1379 )
g898    ( g42 or g137 or g268 or g328 or g432 or g607 or g631 or g1175 or g1216 or g1400 or g1486 )
g899    ( g18 or g97 or g134 or g188 or g355 or g433 or g559 or g590 or g687 or g692 or g908 or g1201 or g1293 or g1331 or g1422 or g1445 )
g900    ( g73 or g189 or g337 or g385 or g530 or g535 or g579 or g639 or g724 or g726 or g731 or g784 or g805 or g958 or g1158 or g1254 or g1293 or g1320 or g1398 or g1441 )
g901    ( g22 or g109 or g198 or g391 or g422 or g635 or g711 or g725 or g876 or g971 or g1008 or g1045 or g1055 or g1280 or g1348 )
g902    ( g41 or g42 or g296 or g551 or g621 or g681 or g915 or g930 or g941 or g1046 or g1080 or g1092 or g1321 or g1361 or g1403 or g1451 or g1476 )
g903    ( g51 or g93 or g96 or g194 or g396 or g688 or g892 or g930 or g1116 or g1389 or g1421 )
g904    ( g192 or g232 or g463 or g608 or g677 or g771 or g923 or g951 or g1225 or g1312 or g1420 or g1437 )
g905    ( g115 or g400 or g463 or g705 or g890 or g927 or g1045 or g1073 or g1099 or g1104 or g1459 or g1462 )
g906    ( g60 or g256 or g641 or g763 or g784 or g787 or g792 or g1045 or g1202 or g1315 or g1391 )
g907    ( g22 or g338 or g452 or g458 or g544 or g568 or g779 or g784 or g805 or g830 or g934 or g1090 or g1148 or g1215 or g1232 or g1240 or g1280 or g1316 )
g908    ( g5 or g115 or g117 or g186 or g193 or g412 or g521 or g556 or g579 or g615 or g626 or g809 or g825 or g925 or g1329 or g1409 )
g909    ( g26 or g282 or g509 or g545 or g625 or g761 or g773 or g781 or g860 or g1069 or g1136 or g1321 )
g910    ( g31 or g35 or g44 or g374 or g405 or g431 or g475 or g486 or g754 or g774 or g825 or g843 or g867 or g923 or g1167 or g1383 or g1445 )
g911    ( g157 or g174 or g176 or g193 or g246 or g415 or g678 or g698 or g761 or g797 or g900 or g901 or g1156 or g1157 or g1177 or g1250 or g1305 or g1400 )
g912    ( g4 or g21 or g203 or g235 or g555 or g753 or g793 or g797 or g893 or g961 or g1073 or g1175 or g1180 )
g913    ( g35 or g242 or g293 or g750 or g783 or g850 or g1086 or g1229 or g1267 or g1305 or g1309 or g1350 )
g914    ( g226 or g448 or g631 or g674 or g724 or g732 or g767 or g831 or g911 or g1013 or g1236 or g1282 or g1400 or g1420 )
g915    ( g14 or g18 or g97 or g382 or g536 or g763 or g781 or g911 or g1038 or g1084 or g1176 or g1228 )
g916    ( g55 or g68 or g162 or g198 or g282 or g482 or g677 or g743 or g884 or g917 or g945 or g961 or g1097 or g1276 or g1351 or g1396 or g1491 )
g917    ( g18 or g73 or g233 or g240 or g317 or g472 or g561 or g809 or g951 or g991 or g1093 or g1123 or g1134 or g1232 or g1350 or g1430 or g1450 )
g918    ( g104 or g178 or g344 or g422 or g563 or g608 or g652 or g975 or g1046 or g1055 or g1452 )
g919    ( g180 or g223 or g324 or g396 or g612 or g726 or g836 or g841 or g930 or g967 or g1062 or g1486 )
g920    ( g160 or g414 or g419 or g433 or g753 or g763 or g902 or g1005 or g1045 or g1126 or g1293 or g1321 or g1375 or g1423 or g1483 or g1486 )
g921    ( g117 or g376 or g427 or g580 or g672 or g695 or g771 or g798 or g845 or g1008 or g1070 or g1316 or g1418 )
g922    ( g4 or g27 or g112 or g114 or g370 or g382 or g590 or g596 or g660 or g753 or g1125 or g1149 or g1237 or g1320 or g1343 )
g923    ( g99 or g104 or g177 or g180 or g201 or g246 or g268 or g290 or g396 or g482 or g588 or g671 or g840 or g1031 or g1097 or g1273 or g1361 )
g924    ( g242 or g320 or g398 or g438 or g448 or g603 or g679 or g749 or g761 or g863 or g1296 )
g925    ( g27 or g188 or g194 or g282 or g400 or g474 or g556 or g652 or g698 or g1031 or g1045 or g1256 or g1296 or g1304 or g1454 or g1485 or g1489 )
g926    ( g166 or g174 or g530 or g564 or g670 or g679 or g740 or g902 or g930 or g1065 or g1071 or g1105 or g1117 or g1265 or g1306 or g1396 or g1432 or g1440 or g1498 )
g927    ( g27 or g37 or g78 or g257 or g361 or g465 or g541 or g561 or g692 or g693 or g695 or g747 or g754 or g776 or g830 or g901 or g992 or g1001 or g1364 or g1478 )
g928    ( g17 or g194 or g296 or g365 or g444 or g473 or g589 or g677 or g965 or g1065 or g1315 or g1387 or g1434 or g1483 or g1489 )
g929    ( g162 or g302 or g374 or g439 or g472 or g573 or g743 or g753 or g898 or g902 or g975 or g1158 or g1165 or g1178 or g1449 )
g930    ( g34 or g135 or g282 or g297 or g314 or g324 or g355 or g439 or g740 or g750 or g752 or g754 or g774 or g779 or g840 or g915 or g1198 or g1215 or g1305 or g1319 or g1438 or g1478 )
g931    ( g16 or g318 or g574 or g631 or g671 or g672 or g1302 or g1320 or g1396 or g1403 or g1413 )
g932    ( g49 or g337 or g359 or g379 or g589 or g605 or g807 or g880 or g1109 or g1156 or g1217 or g1419 or g1440 or g1498 )
g933    ( g42 or g54 or g408 or g548 or g561 or g836 or g974 or g1152 or g1155 or g1256 or g1314 )
g934    ( g134 or g143 or g145 or g292 or g377 or g444 or g527 or g544 or g620 or g708 or g816 or g860 or g1014 or g1441 or g1452 or g1456 or g1486 or g1489 )
g935    ( g171 or g174 or g299 or g366 or g379 or g426 or g541 or g856 or g1018 or g1020 or g1168 or g1229 or g1302 )
g936    ( g272 or g273 or g532 or g545 or g762 or g793 or g838 or g850 or g986 or g1065 or g1175 or g1276 or g1336 or g1423 or g1445 )
g937    ( g22 or g114 or g473 or g634 or g645 or g965 or g1123 or g1320 or g1388 )
g938    ( g37 or g41 or g138 or g252 or g256 or g292 or g761 or g787 or g900 or g960 or g961 or g1069 or g1084 or g1098 or g1152 or g1183 or g1310 )
g939    ( g215 or g251 or g700 or g743 or g1001 or g1273 or g1385 or g1404 or g1419 or g1466 )
g940    ( g20 or g22 or g89 or g262 or g278 or g310 or g385 or g387 or g432 or g487 or g584 or g658 or g784 or g804 or g885 or g1201 or g1236 or g1370 or g1410 or g1433 or g1434 or g1476 )
g941    ( g201 or g298 or g412 or g414 or g438 or g502 or g635 or g760 or g917 or g1044 or g1233 or g1296 or g1320 )
g942    ( g436 or g438 or g439 or g514 or g624 or g856 or g1489 )
g943    ( g60 or g359 or g377 or g445 or g639 or g841 or g906 or g1010 or g1144 or g1183 or g1198 or g1254 or g1434 or g1462 )
g944    ( g153 or g672 or g711 or g804 or g1051 or g1062 or g1108 or g1193 or g1202 or g1305 or g1315 or g1400 or g1496 )
g945    ( g58 or g138 or g318 or g391 or g578 or g612 or g793 or g892 or g961 or g1020 or g1059 or g1155 or g1207 or g1236 or g1326 or g1333 or g1370 or g1460 or g1486 )
g946    ( g75 or g102 or g109 or g180 or g223 or g463 or g535 or g631 or g798 or g881 or g1175 or g1345 or g1383 )
g947    ( g117 or g123 or g194 or g428 or g687 or g710 or g896 or g1276 or g1364 or g1383 or g1391 or g1423 or g1462 )
g948    ( g262 or g310 or g317 or g324 or g377 or g436 or g468 or g595 or g639 or g763 or g792 or g839 or g1156 or g1302 or g1476 )
g949    ( g20 or g55 or g111 or g143 or g261 or g559 or g693 or g761 or g833 or g860 or g1030 or g1120 or g1201 or g1354 or g1389 )
g950    ( g39 or g108 or g164 or g174 or g465 or g589 or g734 or g781 or g784 or g893 or g978 or g1178 or g1433 or g1438 )
g951    ( g90 or g398 or g528 or g563 or g578 or g740 or g916 or g1062 or g1074 or g1102 or g1193 or g1237 or g1253 or g1280 or g1312 or g1369 or g1416 )
g952    ( g35 or g41 or g45 or g178 or g457 or g579 or g884 or g1006 or g1169 or g1331 or g1494 )
g953    ( g96 or g391 or g420 or g678 or g707 or g774 or g881 or g887 or g1155 or g1199 or g1265 or g1383 )
g954    ( g60 or g111 or g317 or g355 or g405 or g413 or g487 or g657 or g797 or g831 or g845 or g1142 or g1198 or g1213 or g1216 or g1246 or g1469 )
g955    ( g470 or g774 or g790 or g823 or g928 or g1163 or g1225 or g1239 or g1294 or g1400 or g1494 )
g956    ( g116 or g130 or g242 or g397 or g484 or g562 or g1321 or g1418 )
g957    ( g370 or g521 or g533 or g607 or g641 or g975 or g1071 or g1333 )
g958    ( g97 or g238 or g256 or g422 or g433 or g563 or g633 or g650 or g744 or g849 or g961 or g1006 or g1045 or g1059 or g1075 or g1134 or g1157 or g1189 or g1437 or g1476 )
g959    ( g59 or g70 or g112 or g162 or g177 or g252 or g534 or g759 or g852 or g855 or g1020 or g1070 or g1196 or g1319 or g1349 or g1385 or g1428 or g1485 )
g960    ( g378 or g499 or g554 or g650 or g670 or g672 or g763 or g843 or g1080 or g1158 or g1237 or g1383 or g1396 or g1441 )
g961    ( g375 or g405 or g414 or g528 or g645 or g792 or g820 or g857 or g1137 or g1152 or g1273 or g1331 or g1423 )
